,seg_label,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127
0,1,0,69,292,58,301,67,296,62,9.337473201948235,9.337473201948235,155.0,84.3768115942029,54.0,0.0468785017728805,-0.0452242419123649,0.0464900732040405,0.0874401628971099,0.0876821503043174,0.045786052942276,-0.0524145923554897,0.1045972555875778,0.0798904672265052,-0.1061348766088485,-0.030670179054141,0.0863533467054367,0.0471003502607345,0.0746972784399986,-0.0789735615253448,0.0873776450753212,0.1473409384489059,-0.0027584370691329,-0.149845466017723,-0.1366447210311889,-0.1262387484312057,-0.0923670083284378,0.0355401150882244,0.0733213648200035,0.0031031048856675,-0.0453609935939312,-0.0620713755488395,-0.1218712553381919,-0.034740176051855,0.0569786764681339,-0.1262147426605224,-0.104297786951065,0.1366124153137207,-0.0727116540074348,0.067796878516674,0.0770037844777107,0.0282633658498525,0.0548018179833889,-0.1174671053886413,0.0348889827728271,-0.0703209340572357,0.1575410813093185,-0.0539706498384475,-0.0162590537220239,0.0189076662063598,-0.0648380294442176,0.1458779424428939,-0.04226690903306,-0.1876517981290817,-0.0873187482357025,-0.0583994090557098,-0.0570699162781238,0.0422267988324165,-0.1182190403342247,0.0654311701655387,-0.0787475854158401,-0.0631306320428848,-0.0435180068016052,0.0993041545152664,-0.1986556947231292,-0.1124058961868286,-0.1167792007327079,0.0050877169705927,-0.1736164838075637,-0.0746382921934127,-0.0429003424942493,-0.0939800143241882,0.0004563016700558,0.0128338085487484,0.1534824520349502,0.2011796087026596,0.0668524652719497,-0.0005145710310898,-0.0990745425224304,-0.1384987980127334,0.023091709241271,-0.1162978261709213,0.0196978542953729,-0.0614348761737346,-0.1061975732445716,-0.1018825694918632,0.0273313466459512,0.0146150132641196,-0.1466329097747802,-0.0397757887840271,0.086707480251789,0.0429819747805595,0.0711594149470329,0.0233521033078432,-0.0736789032816886,-0.0272711142897605,-0.0309437606483697,-0.0550510957837104,-0.0388528853654861,-0.0275286119431257,-0.007417457178235,0.0157782789319753,-0.0649939700961113,0.0088365338742733,0.1029105708003044,-0.0333358123898506,0.0803055167198181,-0.1857732534408569,0.1660408973693847,0.0176620297133922,-0.0273704193532466,0.1216585338115692,0.0955719202756881,-0.0314891152083873,0.1903727501630783,-0.0001522207166999,-0.0212797317653894,-0.078285813331604,-0.0526240095496177,-0.0514397993683815,-0.1832407265901565,-0.0139163993299007,-0.0616766139864921,0.0225792825222015,0.1519486308097839,-0.0479074120521545,-0.1297417134046554,0.0434963442385196,0.0507649108767509,0.1270762830972671,0.002864995971322,0.0479029715061187,0.0026616503018885
1,3,0,69,181,195,190,204,185,199,9.337473201948235,9.337473201948235,93.0,61.6231884057971,45.0,0.0528776682913303,-0.0383711531758308,0.0634863227605819,0.1102454289793968,0.0844893380999565,0.0620969533920288,-0.0468503907322883,0.1013631746172905,0.0987672507762909,-0.0898329392075538,-0.0187077522277832,0.0596457123756408,0.006185102276504,0.0689557269215583,-0.0698691979050636,0.071081593632698,0.156109482049942,0.0081738894805312,-0.1408927142620086,-0.1076442152261734,-0.1109917387366294,-0.0838169455528259,0.0626337230205535,0.051425814628601,-0.0072735878638923,-0.0697510167956352,-0.079717144370079,-0.1470936983823776,-0.0560636594891548,0.0593786127865314,-0.1269016861915588,-0.0951066985726356,0.1359654664993286,-0.0613753423094749,0.0538461729884147,0.0887241959571838,0.0438860431313514,0.0530355758965015,-0.1115005016326904,0.0391320623457431,-0.1051285862922668,0.1433519273996353,-0.0564007349312305,-0.0009311204776167,-0.0014836570480838,-0.074238084256649,0.1420031636953354,-0.0287201646715402,-0.1939906924962997,-0.087559588253498,-0.0375630147755146,-0.0805792734026908,0.0467458702623844,-0.1438728421926498,0.045649092644453,-0.0894761830568313,-0.0751328542828559,-0.043637778609991,0.1078871414065361,-0.2057172954082489,-0.1072168946266174,-0.1105241701006889,-0.0079518081620335,-0.1758008003234863,-0.0586368031799793,-0.0304075218737125,-0.0741815418004989,0.002476540626958,0.0222289264202117,0.1565698236227035,0.2204785048961639,0.0864739790558815,-0.0119839394465088,-0.1061542704701423,-0.1257079094648361,0.015680743381381,-0.1026204153895378,0.0257340781390666,-0.029345640912652,-0.0815375596284866,-0.118189662694931,0.0563439391553401,0.0235182046890258,-0.1341004073619842,-0.0407895967364311,0.0844368562102317,0.0484799742698669,0.0687093585729599,0.0382235087454319,-0.1099370718002319,-0.0259225312620401,-0.0504476018249988,-0.0636610463261604,-0.03162856772542,-0.0225267224013805,0.0087297726422548,0.0284464042633771,-0.0639412850141525,0.0052727526053786,0.1148557364940643,-0.0320306234061718,0.0729037523269653,-0.1784528791904449,0.1597834974527359,0.0136654432862997,-0.0118591915816068,0.1129517704248428,0.1103521361947059,-0.0385384559631347,0.1863603293895721,0.0266967751085758,-0.0433605909347534,-0.0820802971720695,-0.0390468128025531,-0.0437251180410385,-0.1537763923406601,-0.00609050411731,-0.0309432633221149,-0.0061452477239072,0.1543084233999252,-0.0554096922278404,-0.1369099766016006,0.0107807694002985,0.0320856794714927,0.1305888891220092,-0.0066539458930492,0.0386918671429157,0.022925529628992
2,4,0,69,108,582,117,591,112,586,9.337473201948235,9.337473201948235,124.0,89.1304347826087,66.0,0.0415885746479034,-0.0502231605350971,0.0664912834763526,0.0926762148737907,0.0922565013170242,0.0276615358889102,-0.0433363877236843,0.1080176681280136,0.0838110074400901,-0.0859931483864784,-0.0310957487672567,0.068821482360363,0.0230970606207847,0.0851043164730072,-0.0645831003785133,0.082475408911705,0.1621243059635162,0.0038046780973672,-0.1437171697616577,-0.1274630576372146,-0.106687381863594,-0.0902087911963462,0.0504426285624504,0.057043720036745,0.0024043333251029,-0.0503316670656204,-0.071321964263916,-0.1107896864414215,-0.053557526320219,0.0665584355592727,-0.1286428421735763,-0.1148786768317222,0.1444511264562606,-0.0660427063703537,0.0736691653728485,0.0976720303297042,0.0438448563218116,0.0473731867969036,-0.1054625585675239,0.0307982563972473,-0.0899864584207534,0.1645839065313339,-0.0549469962716102,-0.0114726331084966,0.0095167271792888,-0.0708801448345184,0.1524978429079055,-0.0444095134735107,-0.203923761844635,-0.0973301827907562,-0.0261946823447942,-0.0637544021010398,0.0441584438085556,-0.1316858977079391,0.0489294826984405,-0.0639955997467041,-0.0537304691970348,-0.0303425062447786,0.0908707827329635,-0.1952935308218002,-0.1007800251245498,-0.0895755290985107,0.0061199772171676,-0.1732377409934997,-0.0650562942028045,-0.033481266349554,-0.0717210173606872,-0.013142317533493,0.0040697087533771,0.1625418365001678,0.1964314877986908,0.0679593607783317,-0.0210841502994298,-0.1024124175310134,-0.1440605670213699,0.0282868221402168,-0.1275054067373275,0.0277157202363014,-0.0585441701114177,-0.0871067494153976,-0.1107194125652313,0.0390879288315773,0.0293664969503879,-0.1368549019098281,-0.0443675853312015,0.0909519419074058,0.0402690656483173,0.0770658999681472,0.0300964377820491,-0.1020325124263763,-0.0345943607389926,-0.035674087703228,-0.0437570922076702,-0.0282345935702323,-0.0294738039374351,-0.0064261052757501,0.0373417250812053,-0.0808156877756118,-0.0006472887471318,0.112820453941822,-0.0189999639987945,0.0664041265845298,-0.1581917852163314,0.1689815521240234,0.0095420880243182,-0.0115009034052491,0.1215114295482635,0.1094783097505569,-0.043486937880516,0.1911978870630264,0.0086517017334699,-0.0322971865534782,-0.0747720748186111,-0.0498568266630172,-0.0452321879565715,-0.1781589388847351,-0.0231493394821882,-0.0366629436612129,0.0161800645291805,0.1715009063482284,-0.0387869291007518,-0.1442968100309372,0.0307431798428297,0.036711186170578,0.1210931539535522,0.0143367033451795,0.0455698482692241,0.0222628209739923
3,11,0,109,428,622,439,633,433,627,11.783988514976622,11.783988514976622,161.0,94.85321100917432,66.0,0.047034066170454,-0.0328091606497764,0.0591354630887508,0.0794347450137138,0.0907827615737915,0.0579320713877677,-0.0586396381258964,0.0860360562801361,0.106633648276329,-0.0800188556313514,-0.0308070071041584,0.1020428389310836,0.0219079926609992,0.0536975003778934,-0.0680650323629379,0.0753943771123886,0.1898779273033142,0.0027926540933549,-0.1662918776273727,-0.1401551067829132,-0.1450777202844619,-0.0666523724794387,0.0579723678529262,0.0754830092191696,0.0074112191796302,-0.0192949138581752,-0.0796229094266891,-0.0933022126555442,-0.0809586942195892,0.028772322461009,-0.1355474442243576,-0.1144374087452888,0.125639408826828,-0.0629803836345672,0.0689781755208969,0.076746180653572,0.0377161912620067,0.0573755428194999,-0.1206834316253662,0.0333656072616577,-0.0594305545091629,0.1609174162149429,-0.0238844994455575,-0.0087995957583189,0.0050347903743386,-0.0568486377596855,0.1566201746463775,-0.0492893084883689,-0.1878862529993057,-0.038214236497879,-0.0568583160638809,-0.0477020107209682,0.0429091565310955,-0.1262688785791397,0.0829953029751777,-0.0533565022051334,-0.0721318498253822,-0.0323387272655963,0.0991062745451927,-0.1706104278564453,-0.1152029037475586,-0.1103703677654266,-0.0066940416581928,-0.1575477421283722,-0.0681766122579574,-0.0440271943807601,-0.0942841917276382,0.013902829028666,-0.0017216589767485,0.1562098413705825,0.197949469089508,0.0721210688352584,0.0049906633794307,-0.0989531874656677,-0.1657367497682571,0.0265859458595514,-0.1190850064158439,0.0111719872802495,-0.0685843452811241,-0.0999174490571022,-0.0736922919750213,0.0204916801303625,0.0039051922503858,-0.1358154714107513,-0.0379699394106864,0.0683207809925079,0.0355395637452602,0.0728757232427597,0.0187017247080802,-0.0989977270364761,-0.0129614565521478,-0.0243872459977865,-0.0352765284478664,0.0024475415702909,-0.0374524742364883,-0.0099545642733573,0.0243636667728424,-0.0948177874088287,0.0057374546304345,0.0852838233113288,-0.0132040167227387,0.0672498568892479,-0.143543854355812,0.1740820854902267,0.0387558564543724,-0.0474632643163204,0.1324318349361419,0.0954345241189003,-0.0679368525743484,0.1665473282337188,-0.0151518378406763,-0.0015256812330335,-0.0953041613101959,-0.0665950700640678,-0.0390702970325946,-0.1767838895320892,-0.0094535443931818,-0.0664020255208015,0.0242750085890293,0.1701006591320037,-0.0428061969578266,-0.1348694413900375,0.0623984225094318,0.0531064867973327,0.1603606641292572,0.0085487104952335,0.0399027690291404,0.0320300459861755
4,14,0,45,380,66,387,73,383,69,7.542472332656507,7.542472332656507,99.0,94.93333333333334,89.0,0.04941226541996,-0.0556192956864833,0.065308041870594,0.1009510979056358,0.0907900482416153,0.0694157779216766,-0.0387352406978607,0.103629246354103,0.0832691937685012,-0.0818928107619285,-0.0150905502960085,0.085613377392292,0.0390266142785549,0.0765768066048622,-0.0695311427116394,0.0816553086042404,0.1787798702716827,-0.0021068404894322,-0.1497251838445663,-0.1254111677408218,-0.1115133762359619,-0.0659004151821136,0.0447512678802013,0.0613434538245201,-0.0010598407825455,-0.0143692782148718,-0.0938018783926963,-0.1172020807862281,-0.0508019924163818,0.0390139259397983,-0.1405664980411529,-0.10462686419487,0.1319599598646164,-0.0755792409181594,0.0665588229894638,0.0644480735063552,0.0362029932439327,0.0433296374976635,-0.1178404986858367,0.0353612378239631,-0.0889856219291687,0.1551746577024459,-0.037120085209608,-0.0137600703164935,0.0102816335856914,-0.0670416578650474,0.1358597576618194,-0.042197111994028,-0.2114190608263015,-0.0747914090752601,-0.0284943524748086,-0.0603927969932556,0.0480166971683502,-0.1237872317433357,0.047877375036478,-0.0789005011320114,-0.0435758717358112,-0.0421292148530483,0.0947597846388816,-0.2039283514022827,-0.1068975329399108,-0.098483920097351,0.0004155999922659,-0.1675911545753479,-0.0781125724315643,-0.0421790331602096,-0.0896493420004844,-0.0066139567643404,0.026311120018363,0.1652251929044723,0.1878647059202194,0.0845720469951629,-0.0072664506733417,-0.0916825979948043,-0.1383367478847503,0.045891385525465,-0.120504654943943,0.021040791645646,-0.0623406358063221,-0.0997012481093406,-0.1064598560333252,0.0385599099099636,0.0258721224963665,-0.1241202354431152,-0.0304740685969591,0.0919946804642677,0.0383042469620704,0.0806864947080612,0.0320959277451038,-0.0931375920772552,-0.021033339202404,-0.0247796401381492,-0.0348008647561073,-0.0363145135343074,-0.0357488691806793,-0.0002635447017382,0.0314303673803806,-0.0914111509919166,0.0033505668397992,0.1247241124510765,-0.00114194850903,0.0692466273903846,-0.1569176614284515,0.1600469499826431,0.0287716630846261,-0.0040820818394422,0.1297255605459213,0.1047336608171463,-0.0449350029230117,0.1923982203006744,-0.0111281350255012,-0.030098183080554,-0.088138461112976,-0.0555127151310443,-0.0420282669365406,-0.1661068499088287,-0.0195828769356012,-0.0364219285547733,0.0132152391597628,0.169431447982788,-0.0419366545975208,-0.1503574401140213,0.0375913605093956,0.0577728599309921,0.1212908402085304,-0.0096375979483127,0.0482757538557052,0.0139565821737051
5,1,1,69,292,58,301,67,296,62,9.337473201948235,9.337473201948235,124.0,65.26086956521739,42.0,0.0498722940683364,-0.0439912602305412,0.0529510639607906,0.0983676388859748,0.086785539984703,0.0500742569565773,-0.0321335457265377,0.096845656633377,0.0909075140953064,-0.0886270999908447,-0.0237992703914642,0.067868448793888,0.0179329700767993,0.0740064308047294,-0.070445142686367,0.0687272474169731,0.1593077927827835,0.0004315465921536,-0.1453113704919815,-0.1154505163431167,-0.1114563271403312,-0.069520428776741,0.0512458235025405,0.055217582732439,-0.0002898664097301,-0.0541785284876823,-0.0857067480683326,-0.1429111808538437,-0.0474348440766334,0.0538968630135059,-0.1244474723935127,-0.1049964353442192,0.1409473568201065,-0.0571597293019294,0.0587401799857616,0.0838375315070152,0.0414628311991691,0.0571117289364337,-0.115494281053543,0.0355383343994617,-0.0993510410189628,0.1562232077121734,-0.0476469323039054,-0.0182855352759361,0.0065314937382936,-0.0747661963105201,0.1342352032661438,-0.0293346978724002,-0.195900022983551,-0.0835138857364654,-0.0315848253667354,-0.0767112746834755,0.0500688850879669,-0.1378621160984039,0.0528102852404117,-0.071222610771656,-0.0670405626296997,-0.0315965823829174,0.0995071083307266,-0.1993616074323654,-0.1188591346144676,-0.1163832396268844,-0.0037064040079712,-0.1745223253965377,-0.0674696639180183,-0.0309705846011638,-0.0745483040809631,0.004484855569899,0.0189083293080329,0.1589046418666839,0.2052487432956695,0.094267338514328,-0.0231541190296411,-0.1025055572390556,-0.1238496005535125,0.0410484597086906,-0.1046955808997154,0.0279377903789281,-0.0413433089852333,-0.089160531759262,-0.1157535091042518,0.0498449802398681,0.0137447845190763,-0.1420876681804657,-0.0373045429587364,0.0812446251511573,0.0627861320972442,0.0597096420824527,0.0437227822840213,-0.0902357771992683,-0.0222657416015863,-0.040700688958168,-0.0481353066861629,-0.0306947361677885,-0.036431897431612,0.0010033326689153,0.0307570770382881,-0.0642322674393653,0.0028372886590659,0.1258527040481567,-0.0320714563131332,0.078608900308609,-0.1794851571321487,0.1733652651309967,0.0115202814340591,-0.0083978809416294,0.1185255497694015,0.1051333397626876,-0.0340574793517589,0.1833079606294632,0.0189720448106527,-0.0237604025751352,-0.0957936495542526,-0.0481907911598682,-0.0505856350064277,-0.1563976258039474,-0.0058687436394393,-0.038871556520462,0.0033048763871192,0.1654118746519088,-0.0549309588968753,-0.1456576734781265,0.0159117728471755,0.0367061421275138,0.1287794858217239,-0.0122831743210554,0.0622977577149868,0.0160867553204298
6,3,1,145,179,193,192,206,185,199,13.57482456862576,13.57482456862576,117.0,60.86206896551724,38.0,0.0475406646728515,-0.0419184416532516,0.075075164437294,0.1164023950695991,0.0849766135215759,0.0552965104579925,-0.0515699721872806,0.0939043760299682,0.080352783203125,-0.0718468278646469,-0.0009985568467527,0.064228169620037,0.0027801846154034,0.0760268345475196,-0.0723253265023231,0.0695584863424301,0.1592686474323272,-0.0021692120935767,-0.1393008828163147,-0.1083469986915588,-0.1177665144205093,-0.085875779390335,0.0482902824878692,0.0704782381653785,-0.0017062195111066,-0.0698966234922409,-0.0788473412394523,-0.1339104920625686,-0.065533772110939,0.0569548197090625,-0.1169340685009956,-0.1077283173799514,0.1393384784460067,-0.0683171600103378,0.0530888028442859,0.0863387435674667,0.0397567898035049,0.0532792694866657,-0.1060341894626617,0.0337195247411727,-0.1058426275849342,0.1539947241544723,-0.049000758677721,-0.0146993016824126,0.0113044520840048,-0.0703278332948684,0.1500003486871719,-0.0276227258145809,-0.2014793902635574,-0.0869891345500946,-0.0336704403162002,-0.0567586980760097,0.0447664707899093,-0.1426950693130493,0.0319170020520687,-0.079138197004795,-0.0762670040130615,-0.0358951576054096,0.1071395799517631,-0.2042832225561142,-0.1057340130209922,-0.1046126186847686,-0.0134105598554015,-0.1795316338539123,-0.0464177355170249,-0.0366648249328136,-0.077069841325283,-0.0061954366974532,0.0302627850323915,0.1533563286066055,0.2275395393371582,0.0880427062511444,0.0007807922083884,-0.1025968566536903,-0.1229134500026702,0.0253483075648546,-0.1075844764709472,0.0183763317763805,-0.0402154065668582,-0.0854934975504875,-0.1160876676440239,0.043409526348114,0.0358944684267044,-0.136038139462471,-0.0285442043095827,0.0884073376655578,0.055799014866352,0.0770484954118728,0.0403946787118911,-0.0909728407859802,-0.0222171433269977,-0.0413770340383052,-0.051721591502428,-0.0348501242697238,-0.03694524243474,0.0017974452348425,0.0160165559500455,-0.0709973499178886,-0.0028809891082346,0.1128225773572921,-0.0267249718308448,0.0710847750306129,-0.1706170290708542,0.168214276432991,0.0118218529969453,-0.0214005857706069,0.1106344014406204,0.1098189800977706,-0.0355874858796596,0.1867697536945343,0.0088786724954843,-0.0474698059260845,-0.0944426357746124,-0.0525747314095497,-0.0514862462878227,-0.1555221229791641,-0.007065184880048,-0.0301574319601058,0.0055253477767109,0.1623182445764541,-0.0583030246198177,-0.1356484591960907,0.0241487845778465,0.0348292328417301,0.1222028061747551,0.0134847154840826,0.0390865020453929,0.0322650112211704
7,4,1,69,108,581,117,590,112,585,9.337473201948235,9.337473201948235,144.0,87.44927536231884,59.0,0.0298203509300947,-0.0431119240820407,0.0652397125959396,0.0900818333029747,0.0963886752724647,0.0346228629350662,-0.0515914000570774,0.0982954055070877,0.0823670402169227,-0.1016551926732063,-0.0251399502158164,0.0683103799819946,0.0183613076806068,0.0809261500835418,-0.0676295459270477,0.0895805358886718,0.1627825051546096,-0.0058294599875807,-0.1440609842538833,-0.1097129806876182,-0.1176670938730239,-0.0940770283341407,0.0449729487299919,0.0619892664253711,-0.0024453734513372,-0.0503568388521671,-0.0765484347939491,-0.1059359535574913,-0.0391489677131176,0.0525564439594745,-0.135122612118721,-0.1213724464178085,0.1246855854988098,-0.0715973526239395,0.0741774216294288,0.0926766842603683,0.0439008809626102,0.0377648286521434,-0.1143101826310157,0.0358971506357193,-0.0703901425004005,0.1586904376745224,-0.0582156293094158,-0.0143812811002135,0.0106832738965749,-0.0781977176666259,0.1411158591508865,-0.0386908091604709,-0.2049081623554229,-0.0817550644278526,-0.0368287786841392,-0.0597086735069751,0.036450520157814,-0.1253470182418823,0.0674094706773758,-0.0603540353477001,-0.0553804263472557,-0.0331797003746032,0.0945019498467445,-0.2020853757858276,-0.1060278192162513,-0.0968004390597343,0.000444717996288,-0.1745773255825042,-0.0677741095423698,-0.0309823974967002,-0.0832418426871299,-0.0195451341569423,0.0180171709507703,0.1638770848512649,0.1959578841924667,0.0567297413945198,-0.0074930880218744,-0.1009556651115417,-0.1345721334218979,0.0383157841861248,-0.1327808946371078,0.034031867980957,-0.0421352311968803,-0.0882309526205062,-0.0988100841641426,0.0362247340381145,0.034323763102293,-0.142516627907753,-0.0435264557600021,0.0791985914111137,0.0405816510319709,0.0781075879931449,0.0373438671231269,-0.0940761715173721,-0.0359686687588691,-0.0418910756707191,-0.0389444753527641,-0.0322002694010734,-0.0267865192145109,0.0086386417970061,0.026631349697709,-0.0761103704571724,0.0052688573487102,0.1178167387843132,-0.0163686703890562,0.0639824196696281,-0.1728485673666,0.176442414522171,0.0075412723235785,-0.0043449695222079,0.1142695173621177,0.1079215258359909,-0.0517724342644214,0.1851857304573059,0.0103531694039702,-0.0400922372937202,-0.0890389084815979,-0.0575619339942932,-0.0472412593662738,-0.1751220226287841,-0.0103746457025408,-0.0308125559240579,0.0188211165368556,0.1795897483825683,-0.0416146218776702,-0.1477528810501098,0.0337448380887508,0.0335853435099124,0.1308804899454116,0.0112487906590104,0.0475521460175514,0.0180389769375324
8,11,1,109,431,622,442,633,436,627,11.783988514976622,11.783988514976622,142.0,97.42201834862384,61.0,0.0583373866975307,-0.0207086130976676,0.0546305961906909,0.0759469494223594,0.0845371782779693,0.0544168390333652,-0.0522815398871898,0.0867631360888481,0.1107570007443428,-0.084680750966072,-0.0230459440499544,0.0910197347402572,0.0107581401243805,0.0519764311611652,-0.0593484006822109,0.0679464116692543,0.1983305513858795,0.0018608687678351,-0.1725252419710159,-0.1496013700962066,-0.1378361731767654,-0.0794000625610351,0.0558754578232765,0.0782657191157341,0.0058883796446025,-0.0133246844634413,-0.0725677087903022,-0.1008404195308685,-0.0804147124290466,0.0271582603454589,-0.1405746638774871,-0.1172380819916725,0.1300825476646423,-0.0860027149319648,0.0614918582141399,0.0643244907259941,0.0513171143829822,0.053791269659996,-0.1187575608491897,0.0373699031770229,-0.0569223426282405,0.1692038774490356,-0.0326096080243587,-0.0098871001973748,-0.0010524390963837,-0.0564692355692386,0.1538540422916412,-0.0574391670525074,-0.1931816786527633,-0.0395859852433204,-0.0635204091668129,-0.0574480071663856,0.0365779884159565,-0.1188741102814674,0.0856549143791198,-0.0628309473395347,-0.0674595236778259,-0.042034413665533,0.0819866731762886,-0.1789820939302444,-0.1078790500760078,-0.1141229271888732,0.005908565595746,-0.156444251537323,-0.0791276916861534,-0.0458779782056808,-0.0997595861554145,0.0098748141899704,-0.0251639168709516,0.1355856359004974,0.192475140094757,0.0638128817081451,-0.0117940055206418,-0.1130504980683326,-0.1496271789073944,0.0279929228127002,-0.1152675375342369,0.0151287801563739,-0.0692475959658622,-0.0915995985269546,-0.0734070912003517,0.013044323772192,0.0119674652814865,-0.1251273453235626,-0.0409573577344417,0.0735719203948974,0.0465856567025184,0.0678015649318695,0.0158406253904104,-0.1152597591280937,0.0016466343076899,-0.0175665095448493,-0.0210312530398368,-0.0102747660130262,-0.0395788699388504,-0.0099835777655243,0.0275177732110023,-0.0692940950393676,0.0039472733624279,0.1019562482833862,-0.0104758106172084,0.0550532117486,-0.1427881270647049,0.1836825758218765,0.0409319661557674,-0.0304984096437692,0.1337902247905731,0.0936164855957031,-0.0795086920261383,0.1591224670410156,-0.0155672198161482,0.0154051901772618,-0.0772405415773391,-0.0644262805581092,-0.0421267747879028,-0.1925244778394699,-0.0080133201554417,-0.0587068051099777,0.030273312702775,0.1703803092241287,-0.0394726619124412,-0.1344694942235946,0.0373192764818668,0.051097210496664,0.158445656299591,0.0038226544857025,0.0522543117403984,0.0247328467667102
9,14,1,69,388,62,397,71,392,66,9.337473201948235,9.337473201948235,95.0,90.81159420289856,87.0,0.0431193299591541,-0.0419409871101379,0.0679837763309478,0.1078264862298965,0.0971691906452179,0.0404668487608432,-0.0452828891575336,0.098956823348999,0.0739510804414749,-0.0899932533502578,-0.0177393648773431,0.0727535709738731,0.0270678773522377,0.0730101913213729,-0.0745834708213806,0.0895663723349571,0.162126824259758,0.0011819617357105,-0.147589698433876,-0.1302181631326675,-0.1147017776966095,-0.0842812284827232,0.0443118214607238,0.0596723780035972,-0.0127079356461763,-0.0435920991003513,-0.0703503713011741,-0.1112063750624656,-0.058270439505577,0.0588449463248252,-0.1309813410043716,-0.1266014575958252,0.1261212974786758,-0.0705437734723091,0.0660297125577926,0.0916432440280914,0.0445820987224578,0.0569930337369442,-0.1201978847384452,0.0349532924592494,-0.0760858207941055,0.1562136262655258,-0.0500108078122139,-0.0173662416636943,0.0146355805918574,-0.0680135264992713,0.1446570008993148,-0.0404579676687717,-0.1976548880338668,-0.0772650986909866,-0.0431528575718402,-0.0710056945681572,0.0481678210198879,-0.1217419281601905,0.0573710612952709,-0.0556519776582717,-0.0605159923434257,-0.0378152728080749,0.1038064062595367,-0.2038846462965011,-0.1005716249346733,-0.0935815647244453,-0.0026869408320635,-0.1694004833698272,-0.0641385093331337,-0.0375336445868015,-0.0832226127386093,-0.0108894845470786,0.0123048648238182,0.1686008721590042,0.1956532895565033,0.0630504339933395,-0.0154770547524094,-0.0885109975934028,-0.132819265127182,0.0286286659538745,-0.1288258582353592,0.018674274906516,-0.0486867427825927,-0.0973157212138176,-0.108558677136898,0.044678833335638,0.0267790257930755,-0.1385662406682968,-0.0430418029427528,0.089375227689743,0.0452665388584136,0.0824314206838607,0.0349254868924617,-0.1002133786678314,-0.0253486521542072,-0.0285137519240379,-0.0428302697837352,-0.0354171246290206,-0.0231523737311363,-0.0089428452774882,0.0340642482042312,-0.0808606296777725,-0.0149034010246396,0.1130166500806808,-0.0278650373220443,0.0657268613576889,-0.17825548350811,0.1683126091957092,0.0182000491768121,-0.0141264870762825,0.1214995458722114,0.0974335744976997,-0.050621286034584,0.1898629367351532,-0.0011648412328213,-0.0347569659352302,-0.0824485942721366,-0.0475315079092979,-0.044599138200283,-0.161956250667572,-0.0122612630948424,-0.0274861864745616,0.0028768233023583,0.1636531352996826,-0.0508617907762527,-0.1459914594888687,0.037747498601675,0.0336023271083831,0.1386627405881881,0.0032237784471362,0.0567046552896499,0.0286914203315973
