id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
1,28,69,259,276,268,285,263,280,9.337473201948237,9.337473201948237,254.0,236.2463768115942,154.0
2,28,69,255,492,264,501,259,496,9.337473201948237,9.337473201948237,254.0,253.6231884057971,253.0
3,28,69,202,606,211,615,206,610,9.337473201948237,9.337473201948237,254.0,254.0,254.0
4,28,69,385,383,394,392,389,387,9.337473201948237,9.337473201948237,254.0,253.82608695652175,253.0
5,28,69,339,501,348,510,343,505,9.337473201948237,9.337473201948237,254.0,252.2173913043478,231.0
6,28,69,343,584,352,593,347,588,9.337473201948237,9.337473201948237,254.0,243.15942028985506,162.0
7,28,69,410,656,419,665,414,660,9.337473201948237,9.337473201948237,254.0,253.05797101449275,222.0
8,28,69,445,585,454,594,449,589,9.337473201948237,9.337473201948237,253.0,222.05797101449275,111.0
9,28,69,471,475,480,484,475,479,9.337473201948237,9.337473201948237,253.0,224.231884057971,160.0
10,28,69,590,417,599,426,594,421,9.337473201948237,9.337473201948237,253.0,199.6086956521739,97.0
11,28,69,690,425,699,434,694,429,9.337473201948237,9.337473201948237,135.0,107.01449275362319,60.0
12,28,69,782,490,791,499,786,494,9.337473201948237,9.337473201948237,241.0,159.43478260869566,58.0
13,28,69,695,554,704,563,699,558,9.337473201948237,9.337473201948237,253.0,212.55072463768116,109.0
14,28,69,726,612,735,621,730,616,9.337473201948237,9.337473201948237,232.0,195.33333333333334,142.0
15,28,69,603,682,612,691,607,686,9.337473201948237,9.337473201948237,253.0,205.0,114.0
16,28,69,601,739,610,748,605,743,9.337473201948237,9.337473201948237,230.0,143.33333333333334,60.0
17,28,69,684,730,693,739,688,734,9.337473201948237,9.337473201948237,254.0,253.31884057971016,244.0
18,28,69,797,727,806,736,801,731,9.337473201948237,9.337473201948237,128.0,79.44927536231884,31.0
19,28,69,834,807,843,816,838,811,9.337473201948237,9.337473201948237,118.0,88.79710144927536,38.0
20,28,69,880,99,889,108,884,103,9.337473201948237,9.337473201948237,116.0,88.0,61.0
21,28,69,932,58,941,67,936,62,9.337473201948237,9.337473201948237,55.0,38.89855072463768,23.0
22,28,69,961,570,970,579,965,574,9.337473201948237,9.337473201948237,253.0,222.5072463768116,141.0
23,28,69,930,823,939,832,934,827,9.337473201948237,9.337473201948237,190.0,149.30434782608697,110.0
24,28,69,910,912,919,921,914,916,9.337473201948237,9.337473201948237,92.0,66.59420289855072,45.0
25,28,69,858,940,867,949,862,944,9.337473201948237,9.337473201948237,89.0,66.52173913043478,43.0
26,28,69,740,947,749,956,744,951,9.337473201948237,9.337473201948237,123.0,89.3623188405797,48.0
27,28,69,677,961,686,970,681,965,9.337473201948237,9.337473201948237,173.0,119.10144927536231,56.0
29,28,69,460,1000,469,1009,464,1004,9.337473201948237,9.337473201948237,105.0,62.53623188405797,39.0
32,28,69,717,766,726,775,721,770,9.337473201948237,9.337473201948237,79.0,57.53623188405797,27.0
34,28,69,705,833,714,842,709,837,9.337473201948237,9.337473201948237,113.0,82.44927536231884,31.0
36,28,69,169,841,178,850,173,845,9.337473201948237,9.337473201948237,168.0,134.8695652173913,85.0
37,28,69,145,796,154,805,149,800,9.337473201948237,9.337473201948237,146.0,121.14492753623189,95.0
