id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
1,18,69,258,275,267,284,262,279,9.337473201948237,9.337473201948237,254.0,231.768115942029,129.0
2,18,69,218,478,227,487,222,482,9.337473201948237,9.337473201948237,254.0,252.65217391304347,220.0
3,18,69,194,598,203,607,198,602,9.337473201948237,9.337473201948237,254.0,251.20289855072463,203.0
4,18,69,379,381,388,390,383,385,9.337473201948237,9.337473201948237,254.0,253.53623188405797,253.0
5,18,69,341,503,350,512,345,507,9.337473201948237,9.337473201948237,253.0,245.28985507246378,186.0
6,18,69,341,585,350,594,345,589,9.337473201948237,9.337473201948237,254.0,251.1159420289855,187.0
7,18,69,402,646,411,655,406,650,9.337473201948237,9.337473201948237,254.0,244.231884057971,181.0
8,18,69,427,569,436,578,431,573,9.337473201948237,9.337473201948237,253.0,220.82608695652175,140.0
9,18,69,482,487,491,496,486,491,9.337473201948237,9.337473201948237,253.0,198.95652173913044,94.0
10,18,69,591,419,600,428,595,423,9.337473201948237,9.337473201948237,226.0,182.6086956521739,97.0
11,18,69,695,419,704,428,699,423,9.337473201948237,9.337473201948237,139.0,94.73913043478261,63.0
12,18,69,782,490,791,499,786,494,9.337473201948237,9.337473201948237,228.0,156.40579710144928,71.0
13,18,69,689,551,698,560,693,555,9.337473201948237,9.337473201948237,253.0,235.2173913043478,148.0
14,18,69,729,603,738,612,733,607,9.337473201948237,9.337473201948237,249.0,200.6086956521739,160.0
15,18,69,601,663,610,672,605,667,9.337473201948237,9.337473201948237,253.0,242.7826086956522,162.0
16,18,69,586,735,595,744,590,739,9.337473201948237,9.337473201948237,253.0,221.768115942029,127.0
17,18,69,709,717,718,726,713,721,9.337473201948237,9.337473201948237,254.0,236.9855072463768,135.0
18,18,69,777,753,786,762,781,757,9.337473201948237,9.337473201948237,106.0,77.40579710144928,37.0
19,18,69,836,792,845,801,840,796,9.337473201948237,9.337473201948237,82.0,60.44927536231884,40.0
20,18,69,873,98,882,107,877,102,9.337473201948237,9.337473201948237,129.0,83.5072463768116,56.0
21,18,69,937,53,946,62,941,57,9.337473201948237,9.337473201948237,53.0,40.333333333333336,26.0
22,18,69,963,575,972,584,967,579,9.337473201948237,9.337473201948237,253.0,236.30434782608697,149.0
23,18,69,942,815,951,824,946,819,9.337473201948237,9.337473201948237,151.0,129.43478260869566,90.0
24,18,69,894,897,903,906,898,901,9.337473201948237,9.337473201948237,87.0,65.23188405797102,45.0
25,18,69,831,948,840,957,835,952,9.337473201948237,9.337473201948237,70.0,52.68115942028985,34.0
26,18,69,727,948,736,957,731,952,9.337473201948237,9.337473201948237,90.0,61.56521739130435,41.0
27,18,69,694,985,703,994,698,989,9.337473201948237,9.337473201948237,154.0,117.3623188405797,55.0
29,18,69,512,962,521,971,516,966,9.337473201948237,9.337473201948237,95.0,76.0,52.0
32,18,69,715,766,724,775,719,770,9.337473201948237,9.337473201948237,85.0,60.507246376811594,29.0
34,18,69,718,817,727,826,722,821,9.337473201948237,9.337473201948237,87.0,59.88405797101449,29.0
36,18,69,171,839,180,848,175,843,9.337473201948237,9.337473201948237,135.0,96.04347826086956,61.0
37,18,69,148,783,157,792,152,787,9.337473201948237,9.337473201948237,107.0,79.56521739130434,37.0
