id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
1,0,69,277,238,286,247,281,242,9.337473201948237,9.337473201948237,254.0,253.52173913043478,253.0
2,0,69,262,516,271,525,266,520,9.337473201948237,9.337473201948237,254.0,247.04347826086956,178.0
3,0,69,204,593,213,602,208,597,9.337473201948237,9.337473201948237,254.0,253.97101449275362,253.0
4,0,69,354,412,363,421,358,416,9.337473201948237,9.337473201948237,254.0,252.07246376811594,231.0
5,0,69,360,506,369,515,364,510,9.337473201948237,9.337473201948237,254.0,244.28985507246378,199.0
6,0,69,346,583,355,592,350,587,9.337473201948237,9.337473201948237,254.0,227.65217391304347,95.0
7,0,69,392,646,401,655,396,650,9.337473201948237,9.337473201948237,254.0,251.20289855072463,193.0
8,0,69,445,567,454,576,449,571,9.337473201948237,9.337473201948237,253.0,226.2173913043478,141.0
9,0,69,481,481,490,490,485,485,9.337473201948237,9.337473201948237,253.0,215.44927536231884,86.0
10,0,69,584,433,593,442,588,437,9.337473201948237,9.337473201948237,160.0,117.3768115942029,57.0
11,0,69,704,428,713,437,708,432,9.337473201948237,9.337473201948237,157.0,108.6376811594203,68.0
12,0,78,781,503,791,512,786,507,10.441534419118726,9.457055431575805,253.0,184.65384615384616,80.0
13,0,69,689,551,698,560,693,555,9.337473201948237,9.337473201948237,253.0,201.36231884057972,147.0
14,0,69,724,598,733,607,728,602,9.337473201948237,9.337473201948237,238.0,190.2173913043478,89.0
15,0,69,611,638,620,647,615,642,9.337473201948237,9.337473201948237,253.0,199.65217391304347,127.0
16,0,69,580,721,589,730,584,725,9.337473201948237,9.337473201948237,254.0,234.8985507246377,126.0
17,0,69,710,697,719,706,714,701,9.337473201948237,9.337473201948237,254.0,248.84057971014494,177.0
18,0,69,789,772,798,781,793,776,9.337473201948237,9.337473201948237,72.0,48.47826086956522,26.0
19,0,69,820,800,829,809,824,804,9.337473201948237,9.337473201948237,76.0,49.44927536231884,25.0
20,0,69,896,87,905,96,900,91,9.337473201948237,9.337473201948237,111.0,88.20289855072464,58.0
21,0,69,936,56,945,65,940,60,9.337473201948237,9.337473201948237,59.0,40.53623188405797,28.0
22,0,69,961,560,970,569,965,564,9.337473201948237,9.337473201948237,192.0,130.56521739130434,61.0
23,0,69,925,826,934,835,929,830,9.337473201948237,9.337473201948237,147.0,117.0,78.0
24,0,69,905,913,914,922,909,917,9.337473201948237,9.337473201948237,69.0,52.15942028985507,32.0
25,0,69,825,940,834,949,829,944,9.337473201948237,9.337473201948237,104.0,59.91304347826087,37.0
26,0,69,713,963,722,972,717,967,9.337473201948237,9.337473201948237,98.0,71.92753623188406,35.0
27,0,69,690,1009,699,1018,694,1013,9.337473201948237,9.337473201948237,174.0,134.43478260869566,102.0
28,0,69,538,938,547,947,542,942,9.337473201948237,9.337473201948237,80.0,59.30434782608695,40.0
31,0,69,735,816,744,825,739,820,9.337473201948237,9.337473201948237,75.0,49.05797101449275,28.0
36,0,69,181,863,190,872,185,867,9.337473201948237,9.337473201948237,201.0,109.53623188405797,55.0
37,0,69,166,817,175,826,170,821,9.337473201948237,9.337473201948237,104.0,75.95652173913044,37.0
