id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
1,7,69,65,131,74,140,69,135,9.337473201948237,9.337473201948237,222.0,191.81159420289856,161.0
2,7,69,149,82,158,91,153,86,9.337473201948237,9.337473201948237,232.0,193.5072463768116,141.0
3,7,69,150,215,159,224,154,219,9.337473201948237,9.337473201948237,253.0,208.68115942028984,143.0
4,7,69,312,176,321,185,316,180,9.337473201948237,9.337473201948237,253.0,241.231884057971,167.0
5,7,69,353,225,362,234,357,229,9.337473201948237,9.337473201948237,231.0,186.04347826086956,138.0
6,7,69,427,187,436,196,431,191,9.337473201948237,9.337473201948237,254.0,241.4927536231884,143.0
7,7,69,406,124,415,133,410,128,9.337473201948237,9.337473201948237,253.0,209.1304347826087,130.0
9,7,69,440,380,449,389,444,384,9.337473201948237,9.337473201948237,253.0,220.79710144927537,176.0
11,7,69,449,462,458,471,453,466,9.337473201948237,9.337473201948237,253.0,204.2753623188406,101.0
12,7,69,500,448,509,457,504,452,9.337473201948237,9.337473201948237,254.0,244.7246376811594,162.0
13,7,69,447,563,456,572,451,567,9.337473201948237,9.337473201948237,254.0,253.47826086956522,233.0
14,7,69,497,567,506,576,501,571,9.337473201948237,9.337473201948237,254.0,247.94202898550725,185.0
15,7,69,343,713,352,722,347,717,9.337473201948237,9.337473201948237,186.0,150.68115942028984,106.0
16,7,69,579,490,588,499,583,494,9.337473201948237,9.337473201948237,197.0,150.79710144927537,103.0
17,7,69,612,486,621,495,616,490,9.337473201948237,9.337473201948237,237.0,180.1014492753623,118.0
18,7,69,613,588,622,597,617,592,9.337473201948237,9.337473201948237,254.0,249.82608695652175,173.0
19,7,69,611,651,620,660,615,655,9.337473201948237,9.337473201948237,82.0,54.95652173913044,24.0
20,7,69,595,786,604,795,599,790,9.337473201948237,9.337473201948237,159.0,127.76811594202898,86.0
26,7,69,610,732,619,741,614,736,9.337473201948237,9.337473201948237,248.0,174.7391304347826,118.0
30,7,69,237,870,246,879,241,874,9.337473201948237,9.337473201948237,30.0,22.10144927536232,11.0
32,7,69,380,853,389,862,384,857,9.337473201948237,9.337473201948237,34.0,23.26086956521739,13.0
33,7,78,377,942,386,952,381,946,10.441534419118726,9.457055431575805,32.0,22.384615384615383,12.0
35,7,69,629,55,638,64,633,59,9.337473201948237,9.337473201948237,253.0,207.44927536231884,113.0
36,7,69,737,98,746,107,741,102,9.337473201948237,9.337473201948237,216.0,169.768115942029,99.0
37,7,69,766,189,775,198,770,193,9.337473201948237,9.337473201948237,222.0,175.44927536231884,129.0
41,7,69,836,115,845,124,840,119,9.337473201948237,9.337473201948237,245.0,182.4927536231884,97.0
42,7,69,894,89,903,98,898,93,9.337473201948237,9.337473201948237,238.0,204.2608695652174,159.0
43,7,69,887,191,896,200,891,195,9.337473201948237,9.337473201948237,78.0,60.36231884057971,38.0
44,7,69,929,135,938,144,933,139,9.337473201948237,9.337473201948237,93.0,68.85507246376811,41.0
45,7,69,137,923,146,932,141,927,9.337473201948237,9.337473201948237,25.0,15.028985507246377,5.0
46,7,69,67,958,76,967,71,962,9.337473201948237,9.337473201948237,28.0,17.6231884057971,8.0
47,7,69,306,986,315,995,310,990,9.337473201948237,9.337473201948237,38.0,24.217391304347824,15.0
48,7,69,33,51,42,60,37,55,9.337473201948237,9.337473201948237,253.0,219.46376811594203,152.0
51,7,78,204,968,214,977,208,972,10.441534419118726,9.457055431575805,32.0,22.21794871794872,14.0
52,7,69,463,59,472,68,467,63,9.337473201948237,9.337473201948237,254.0,252.40579710144928,243.0
53,7,69,975,22,984,31,979,26,9.337473201948237,9.337473201948237,222.0,145.1304347826087,85.0
54,7,69,978,287,987,296,982,291,9.337473201948237,9.337473201948237,101.0,80.27536231884058,58.0
59,7,69,720,534,729,543,724,538,9.337473201948237,9.337473201948237,22.0,11.18840579710145,4.0
60,7,69,702,666,711,675,706,670,9.337473201948237,9.337473201948237,152.0,98.34782608695652,48.0
61,7,69,725,762,734,771,729,766,9.337473201948237,9.337473201948237,254.0,253.85507246376812,253.0
62,7,69,754,828,763,837,758,832,9.337473201948237,9.337473201948237,254.0,254.0,254.0
63,7,69,799,700,808,709,803,704,9.337473201948237,9.337473201948237,254.0,253.85507246376812,253.0
64,7,69,873,770,882,779,877,774,9.337473201948237,9.337473201948237,154.0,128.20289855072463,100.0
65,7,69,906,846,915,855,910,850,9.337473201948237,9.337473201948237,142.0,113.17391304347827,78.0
66,7,69,966,728,975,737,970,732,9.337473201948237,9.337473201948237,150.0,115.5072463768116,82.0
67,7,69,985,864,994,873,989,868,9.337473201948237,9.337473201948237,178.0,137.04347826086956,105.0
68,7,69,927,640,936,649,931,644,9.337473201948237,9.337473201948237,235.0,184.44927536231884,125.0
72,7,69,873,479,882,488,877,483,9.337473201948237,9.337473201948237,253.0,189.7826086956522,71.0
73,7,69,896,470,905,479,900,474,9.337473201948237,9.337473201948237,253.0,208.17391304347825,96.0
74,7,69,881,435,890,444,885,439,9.337473201948237,9.337473201948237,226.0,189.1159420289855,154.0
75,7,69,914,450,923,459,918,454,9.337473201948237,9.337473201948237,115.0,84.82608695652173,39.0
