id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
1,12,69,63,133,72,142,67,137,9.337473201948237,9.337473201948237,253.0,200.42028985507247,146.0
2,12,69,149,82,158,91,153,86,9.337473201948237,9.337473201948237,237.0,197.2173913043478,152.0
3,12,69,142,213,151,222,146,217,9.337473201948237,9.337473201948237,253.0,222.18840579710144,141.0
4,12,69,312,176,321,185,316,180,9.337473201948237,9.337473201948237,254.0,241.31884057971016,180.0
5,12,69,353,225,362,234,357,229,9.337473201948237,9.337473201948237,232.0,184.55072463768116,145.0
6,12,69,427,187,436,196,431,191,9.337473201948237,9.337473201948237,254.0,247.94202898550725,158.0
7,12,69,405,116,414,125,409,120,9.337473201948237,9.337473201948237,253.0,207.8695652173913,120.0
9,12,69,440,380,449,389,444,384,9.337473201948237,9.337473201948237,242.0,188.65217391304347,146.0
11,12,69,449,462,458,471,453,466,9.337473201948237,9.337473201948237,253.0,168.04347826086956,67.0
12,12,69,497,449,506,458,501,453,9.337473201948237,9.337473201948237,254.0,252.8985507246377,229.0
13,12,69,438,577,447,586,442,581,9.337473201948237,9.337473201948237,254.0,253.7826086956522,253.0
14,12,69,503,565,512,574,507,569,9.337473201948237,9.337473201948237,254.0,253.2608695652174,253.0
15,12,69,287,640,296,649,291,644,9.337473201948237,9.337473201948237,253.0,207.2608695652174,169.0
16,12,69,574,490,583,499,578,494,9.337473201948237,9.337473201948237,222.0,169.04347826086956,97.0
17,12,69,612,492,621,501,616,496,9.337473201948237,9.337473201948237,213.0,175.8695652173913,138.0
18,12,69,613,588,622,597,617,592,9.337473201948237,9.337473201948237,253.0,238.47826086956522,174.0
19,12,69,609,651,618,660,613,655,9.337473201948237,9.337473201948237,84.0,53.594202898550726,22.0
20,12,69,591,787,600,796,595,791,9.337473201948237,9.337473201948237,154.0,127.14492753623189,73.0
26,12,69,609,734,618,743,613,738,9.337473201948237,9.337473201948237,216.0,167.8840579710145,106.0
30,12,69,241,867,250,876,245,871,9.337473201948237,9.337473201948237,33.0,23.507246376811594,16.0
32,12,69,380,853,389,862,384,857,9.337473201948237,9.337473201948237,41.0,22.82608695652174,11.0
33,12,69,385,942,394,951,389,946,9.337473201948237,9.337473201948237,36.0,19.81159420289855,8.0
35,12,69,629,64,638,73,633,68,9.337473201948237,9.337473201948237,253.0,230.231884057971,171.0
36,12,69,733,96,742,105,737,100,9.337473201948237,9.337473201948237,175.0,136.7391304347826,76.0
37,12,69,762,195,771,204,766,199,9.337473201948237,9.337473201948237,216.0,163.7536231884058,85.0
41,12,69,833,128,842,137,837,132,9.337473201948237,9.337473201948237,253.0,193.768115942029,99.0
42,12,69,900,68,909,77,904,72,9.337473201948237,9.337473201948237,253.0,188.2753623188406,107.0
43,12,69,890,205,899,214,894,209,9.337473201948237,9.337473201948237,82.0,60.65217391304348,38.0
44,12,69,934,140,943,149,938,144,9.337473201948237,9.337473201948237,102.0,70.26086956521739,28.0
45,12,69,137,918,146,927,141,922,9.337473201948237,9.337473201948237,30.0,17.08695652173913,10.0
46,12,69,61,957,70,966,65,961,9.337473201948237,9.337473201948237,27.0,18.956521739130434,11.0
47,12,69,316,990,325,999,320,994,9.337473201948237,9.337473201948237,33.0,23.0,16.0
48,12,69,30,50,39,59,34,54,9.337473201948237,9.337473201948237,242.0,197.33333333333334,147.0
51,12,69,209,979,218,988,213,983,9.337473201948237,9.337473201948237,31.0,20.47826086956522,13.0
52,12,69,462,58,471,67,466,62,9.337473201948237,9.337473201948237,253.0,243.17391304347825,158.0
53,12,69,975,18,984,27,979,22,9.337473201948237,9.337473201948237,228.0,156.1304347826087,100.0
54,12,69,983,285,992,294,987,289,9.337473201948237,9.337473201948237,107.0,83.0,64.0
59,12,69,707,523,716,532,711,527,9.337473201948237,9.337473201948237,17.0,9.652173913043478,1.0
60,12,69,704,668,713,677,708,672,9.337473201948237,9.337473201948237,132.0,98.30434782608695,44.0
61,12,69,723,761,732,770,727,765,9.337473201948237,9.337473201948237,254.0,253.94202898550725,253.0
62,12,69,762,845,771,854,766,849,9.337473201948237,9.337473201948237,254.0,254.0,254.0
63,12,69,797,701,806,710,801,705,9.337473201948237,9.337473201948237,254.0,253.8695652173913,253.0
64,12,69,871,770,880,779,875,774,9.337473201948237,9.337473201948237,161.0,123.40579710144928,94.0
65,12,69,896,838,905,847,900,842,9.337473201948237,9.337473201948237,167.0,131.0,89.0
66,12,69,964,731,973,740,968,735,9.337473201948237,9.337473201948237,166.0,119.3913043478261,75.0
67,12,69,992,866,1001,875,996,870,9.337473201948237,9.337473201948237,150.0,113.72463768115942,75.0
68,12,69,951,618,960,627,955,622,9.337473201948237,9.337473201948237,187.0,144.85507246376812,104.0
72,12,69,873,484,882,493,877,488,9.337473201948237,9.337473201948237,253.0,195.2173913043478,57.0
73,12,69,894,473,903,482,898,477,9.337473201948237,9.337473201948237,254.0,232.66666666666666,121.0
74,12,69,886,434,895,443,890,438,9.337473201948237,9.337473201948237,233.0,164.8840579710145,131.0
75,12,69,912,449,921,458,916,453,9.337473201948237,9.337473201948237,103.0,78.97101449275362,56.0
79,12,69,798,70,807,79,802,74,9.337473201948237,9.337473201948237,31.0,17.6231884057971,6.0
