id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
1,5,69,66,128,75,137,70,132,9.337473201948237,9.337473201948237,218.0,186.3768115942029,143.0
2,5,69,149,82,158,91,153,86,9.337473201948237,9.337473201948237,237.0,192.7246376811594,152.0
3,5,69,145,219,154,228,149,223,9.337473201948237,9.337473201948237,243.0,196.57971014492753,152.0
4,5,69,312,176,321,185,316,180,9.337473201948237,9.337473201948237,253.0,239.94202898550725,188.0
5,5,69,353,225,362,234,357,229,9.337473201948237,9.337473201948237,230.0,181.66666666666666,121.0
6,5,69,427,187,436,196,431,191,9.337473201948237,9.337473201948237,254.0,245.2753623188406,175.0
7,5,69,407,125,416,134,411,129,9.337473201948237,9.337473201948237,253.0,201.05797101449275,142.0
9,5,69,440,380,449,389,444,384,9.337473201948237,9.337473201948237,253.0,227.59420289855072,152.0
11,5,69,449,462,458,471,453,466,9.337473201948237,9.337473201948237,253.0,209.0144927536232,96.0
12,5,69,502,449,511,458,506,453,9.337473201948237,9.337473201948237,254.0,249.5072463768116,196.0
13,5,69,447,563,456,572,451,567,9.337473201948237,9.337473201948237,254.0,253.63768115942028,252.0
14,5,69,497,567,506,576,501,571,9.337473201948237,9.337473201948237,254.0,250.95652173913044,192.0
15,5,69,372,714,381,723,376,718,9.337473201948237,9.337473201948237,207.0,170.31884057971016,144.0
16,5,69,578,490,587,499,582,494,9.337473201948237,9.337473201948237,238.0,177.47826086956522,83.0
17,5,69,611,482,620,491,615,486,9.337473201948237,9.337473201948237,228.0,186.52173913043478,107.0
18,5,87,613,586,622,597,617,591,11.554966091655585,9.550831943061175,254.0,244.97701149425288,149.0
19,5,69,609,652,618,661,613,656,9.337473201948237,9.337473201948237,90.0,55.10144927536232,28.0
20,5,69,597,786,606,795,601,790,9.337473201948237,9.337473201948237,177.0,132.04347826086956,87.0
26,5,69,607,731,616,740,611,735,9.337473201948237,9.337473201948237,220.0,171.0144927536232,94.0
30,5,69,244,866,253,875,248,870,9.337473201948237,9.337473201948237,39.0,23.695652173913043,13.0
32,5,69,380,853,389,862,384,857,9.337473201948237,9.337473201948237,34.0,23.73913043478261,15.0
33,5,69,374,938,383,947,378,942,9.337473201948237,9.337473201948237,40.0,22.695652173913043,12.0
35,5,69,629,55,638,64,633,59,9.337473201948237,9.337473201948237,249.0,193.3913043478261,137.0
36,5,69,736,102,745,111,740,106,9.337473201948237,9.337473201948237,253.0,168.81159420289856,75.0
37,5,69,766,189,775,198,770,193,9.337473201948237,9.337473201948237,216.0,171.63768115942028,112.0
41,5,69,834,108,843,117,838,112,9.337473201948237,9.337473201948237,253.0,211.33333333333334,120.0
42,5,69,880,97,889,106,884,101,9.337473201948237,9.337473201948237,238.0,190.59420289855072,123.0
43,5,69,890,187,899,196,894,191,9.337473201948237,9.337473201948237,75.0,55.10144927536232,33.0
44,5,69,929,135,938,144,933,139,9.337473201948237,9.337473201948237,108.0,79.8695652173913,40.0
45,5,69,140,922,149,931,144,926,9.337473201948237,9.337473201948237,23.0,14.434782608695652,4.0
46,5,69,69,955,78,964,73,959,9.337473201948237,9.337473201948237,25.0,17.26086956521739,8.0
47,5,69,308,983,317,992,312,987,9.337473201948237,9.337473201948237,37.0,26.144927536231883,15.0
48,5,69,31,52,40,61,35,56,9.337473201948237,9.337473201948237,253.0,218.7391304347826,186.0
49,5,69,153,9,162,18,157,13,9.337473201948237,9.337473201948237,211.0,163.46376811594203,84.0
51,5,69,212,968,221,977,216,972,9.337473201948237,9.337473201948237,33.0,23.08695652173913,14.0
52,5,69,460,56,469,65,464,60,9.337473201948237,9.337473201948237,254.0,252.1159420289855,216.0
53,5,69,979,16,988,25,983,20,9.337473201948237,9.337473201948237,236.0,168.1304347826087,94.0
54,5,69,976,289,985,298,980,293,9.337473201948237,9.337473201948237,100.0,78.68115942028986,62.0
59,5,69,719,533,728,542,723,537,9.337473201948237,9.337473201948237,20.0,9.956521739130435,3.0
60,5,69,702,666,711,675,706,670,9.337473201948237,9.337473201948237,139.0,92.04347826086956,42.0
61,5,69,724,763,733,772,728,767,9.337473201948237,9.337473201948237,254.0,253.94202898550725,253.0
62,5,69,754,829,763,838,758,833,9.337473201948237,9.337473201948237,254.0,254.0,254.0
63,5,69,797,699,806,708,801,703,9.337473201948237,9.337473201948237,254.0,253.8695652173913,253.0
64,5,69,874,772,883,781,878,776,9.337473201948237,9.337473201948237,145.0,112.6086956521739,71.0
65,5,69,903,842,912,851,907,846,9.337473201948237,9.337473201948237,140.0,106.89855072463769,71.0
66,5,69,966,730,975,739,970,734,9.337473201948237,9.337473201948237,149.0,116.69565217391305,83.0
67,5,69,983,864,992,873,987,868,9.337473201948237,9.337473201948237,171.0,137.3768115942029,102.0
68,5,69,926,641,935,650,930,645,9.337473201948237,9.337473201948237,201.0,165.2173913043478,134.0
72,5,69,872,476,881,485,876,480,9.337473201948237,9.337473201948237,246.0,186.04347826086956,74.0
73,5,69,896,470,905,479,900,474,9.337473201948237,9.337473201948237,253.0,196.40579710144928,104.0
74,5,69,888,436,897,445,892,440,9.337473201948237,9.337473201948237,243.0,176.71014492753622,131.0
75,5,69,919,450,928,459,923,454,9.337473201948237,9.337473201948237,122.0,82.79710144927536,37.0
