val/loss,val/acc,val/prec,val/rec,val/preds_sum,val/targets_sum,val/acc_best,val/loss_best,epoch,step,train/loss,train/acc,train/prec,train/rec,train/preds_sum,train/targets_sum,train/acc_best,train/loss_best
0.16272394359111786,0.11737843602895737,0.0,0.0,0.0,392.0,0.22961875796318054,0.16272394359111786,0,21,,,,,,,,
,,,,,,,,0,21,0.1916276067495346,0.13809184730052948,0.0,0.0,0.0,442.3636474609375,0.13809184730052948,0.1916276067495346
0.16023755073547363,0.11737843602895737,0.0,0.0,0.0,392.0,0.22961875796318054,0.16023755073547363,1,43,,,,,,,,
,,,,,,,,1,43,0.18897749483585358,0.13826358318328857,0.0013260431587696075,0.09090909361839294,0.1818181872367859,442.3636474609375,0.13826358318328857,0.18897749483585358
0.13483282923698425,0.48218226432800293,0.4064141809940338,1.0,154.1666717529297,392.0,0.48218226432800293,0.13483282923698425,2,65,,,,,,,,
,,,,,,,,2,65,0.16128122806549072,0.46077898144721985,0.38749876618385315,0.9809068441390991,175.13636779785156,442.3636474609375,0.46077898144721985,0.16128122806549072
0.13224755227565765,0.4828101098537445,0.4050900638103485,1.0,152.6666717529297,392.0,0.4828101098537445,0.13224755227565765,3,87,,,,,,,,
,,,,,,,,3,87,0.15263955295085907,0.5083106160163879,0.4361337423324585,0.986253023147583,194.36363220214844,442.3636474609375,0.5083106160163879,0.15263955295085907
0.13236288726329803,0.5237056612968445,0.44561657309532166,1.0,163.1666717529297,392.0,0.5237056612968445,0.13224755227565765,4,109,,,,,,,,
,,,,,,,,4,109,0.14617180824279785,0.5275318622589111,0.45471450686454773,0.9923315644264221,202.81817626953125,442.3636474609375,0.5275318622589111,0.14617180824279785
0.1257505565881729,0.6043421626091003,0.5366329550743103,0.9991181492805481,198.0,392.0,0.6043421626091003,0.1257505565881729,5,131,,,,,,,,
,,,,,,,,5,131,0.14087381958961487,0.5702775120735168,0.5059003233909607,0.9894284605979919,224.31817626953125,442.3636474609375,0.5702775120735168,0.14087381958961487
0.11639899015426636,0.6515305042266846,0.5937634706497192,1.0,224.0,392.0,0.6515305042266846,0.11639899015426636,6,153,,,,,,,,
,,,,,,,,6,153,0.1359819918870926,0.5871939063072205,0.5273265242576599,0.9894115924835205,236.0,442.3636474609375,0.5871939063072205,0.1359819918870926
0.13395997881889343,0.5456345677375793,0.46579742431640625,1.0,167.8333282470703,392.0,0.6515305042266846,0.11639899015426636,7,175,,,,,,,,
,,,,,,,,7,175,0.13726776838302612,0.603543221950531,0.5452503561973572,0.9887785315513611,246.18182373046875,442.3636474609375,0.603543221950531,0.1359819918870926
0.12055081874132156,0.6262285709381104,0.5626192688941956,1.0,209.6666717529297,392.0,0.6515305042266846,0.11639899015426636,8,197,,,,,,,,
,,,,,,,,8,197,0.12563063204288483,0.6273806095123291,0.5727803111076355,0.9933987259864807,254.72727966308594,442.3636474609375,0.6273806095123291,0.12563063204288483
0.1066516861319542,0.7371304035186768,0.6840102076530457,1.0,257.0,392.0,0.7371304035186768,0.1066516861319542,9,219,,,,,,,,
,,,,,,,,9,219,0.12781797349452972,0.6430795192718506,0.5857120752334595,0.9944645166397095,263.2272644042969,442.3636474609375,0.6430795192718506,0.12563063204288483
0.1091773509979248,0.7081345915794373,0.6517185568809509,1.0,243.6666717529297,392.0,0.7371304035186768,0.1066516861319542,10,241,,,,,,,,
,,,,,,,,10,241,0.11653657257556915,0.7050864100456238,0.6628890633583069,0.991322934627533,294.3636474609375,442.3636474609375,0.7050864100456238,0.11653657257556915
0.10204464942216873,0.7591872215270996,0.7083684802055359,1.0,264.6666564941406,392.0,0.7591872215270996,0.10204464942216873,11,263,,,,,,,,
,,,,,,,,11,263,0.11594626307487488,0.6863139867782593,0.6395791172981262,0.993864119052887,283.5909118652344,442.3636474609375,0.7050864100456238,0.11594626307487488
0.09184487909078598,0.7975758910179138,0.7521675229072571,1.0,282.3333435058594,392.0,0.7975758910179138,0.09184487909078598,12,285,,,,,,,,
,,,,,,,,12,285,0.11235525459051132,0.7114729881286621,0.6689584255218506,0.9929137825965881,298.18182373046875,442.3636474609375,0.7114729881286621,0.11235525459051132
0.06305771321058273,0.789614737033844,0.7531249523162842,1.0,289.1666564941406,392.0,0.7975758910179138,0.06305771321058273,13,307,,,,,,,,
,,,,,,,,13,307,0.07532784342765808,0.7945814728736877,0.7684312462806702,0.991299033164978,341.5909118652344,442.3636474609375,0.7945814728736877,0.07532784342765808
0.018658915534615517,0.9734171032905579,0.9667640328407288,1.0,376.8333435058594,392.0,0.9734171032905579,0.018658915534615517,14,329,,,,,,,,
,,,,,,,,14,329,0.033151693642139435,0.9194216132164001,0.9092384576797485,0.9966544508934021,402.5909118652344,442.3636474609375,0.9194216132164001,0.033151693642139435
0.008310859091579914,0.9925376772880554,0.9902359843254089,1.0,387.1666564941406,392.0,0.9925376772880554,0.008310859091579914,15,351,,,,,,,,
,,,,,,,,15,351,0.03773725405335426,0.9594221711158752,0.9558317065238953,0.9967966675758362,423.8636474609375,442.3636474609375,0.9594221711158752,0.033151693642139435
0.007582589518278837,0.9885351657867432,0.9849449992179871,1.0,384.5,392.0,0.9925376772880554,0.007582589518278837,16,373,,,,,,,,
,,,,,,,,16,373,0.017076052725315094,0.9809553623199463,0.9790027141571045,0.9988237023353577,433.5454406738281,442.3636474609375,0.9809553623199463,0.017076052725315094
0.006414845120161772,0.9872316718101501,0.9843224883079529,1.0,385.5,392.0,0.9925376772880554,0.006414845120161772,17,395,,,,,,,,
,,,,,,,,17,395,0.019786374643445015,0.9764242172241211,0.9739997386932373,0.9985280632972717,431.0,442.3636474609375,0.9809553623199463,0.017076052725315094
0.006318532396107912,0.9896352291107178,0.9869486689567566,1.0,386.1666564941406,392.0,0.9925376772880554,0.006318532396107912,18,417,,,,,,,,
,,,,,,,,18,417,0.014004827477037907,0.9725519418716431,0.9679825305938721,0.999796450138092,428.9090881347656,442.3636474609375,0.9809553623199463,0.014004827477037907
0.011943758465349674,0.9817914366722107,0.9771692156791687,1.0,382.0,392.0,0.9925376772880554,0.006318532396107912,19,439,,,,,,,,
,,,,,,,,19,439,0.013368827290832996,0.9837828278541565,0.9817196130752563,0.9992985129356384,434.5454406738281,442.3636474609375,0.9837828278541565,0.013368827290832996
0.0076184445060789585,0.9902918338775635,0.9871902465820312,1.0,385.6666564941406,392.0,0.9925376772880554,0.006318532396107912,20,461,,,,,,,,
,,,,,,,,20,461,0.012541348114609718,0.9746440649032593,0.9704582691192627,0.9997957348823547,429.5909118652344,442.3636474609375,0.9837828278541565,0.012541348114609718
0.007513535674661398,0.9892463684082031,0.985832691192627,1.0,385.0,392.0,0.9925376772880554,0.006318532396107912,21,483,,,,,,,,
,,,,,,,,21,483,0.012729620561003685,0.9841758608818054,0.9821836948394775,0.9992964267730713,434.7272644042969,442.3636474609375,0.9841758608818054,0.012541348114609718
0.0049049430526793,0.9931102395057678,0.9908973574638367,1.0,387.5,392.0,0.9931102395057678,0.0049049430526793,22,505,,,,,,,,
,,,,,,,,22,505,0.008136434480547905,0.9866903424263,0.9844706058502197,0.999905526638031,435.2272644042969,442.3636474609375,0.9866903424263,0.008136434480547905
0.005835238378494978,0.9931102395057678,0.9908973574638367,1.0,387.5,392.0,0.9931102395057678,0.0049049430526793,23,527,,,,,,,,
,,,,,,,,23,527,0.005774387624114752,0.9907591342926025,0.9894163012504578,0.9998973608016968,437.5454406738281,442.3636474609375,0.9907591342926025,0.005774387624114752
0.003230586415156722,0.9948673248291016,0.9932122230529785,1.0,388.6666564941406,392.0,0.9948673248291016,0.003230586415156722,24,549,,,,,,,,
,,,,,,,,24,549,0.006244629621505737,0.9906582236289978,0.98922199010849,0.9999011754989624,437.7272644042969,442.3636474609375,0.9907591342926025,0.005774387624114752
0.011037089861929417,0.9838910698890686,0.980000913143158,1.0,383.5,392.0,0.9948673248291016,0.003230586415156722,25,571,,,,,,,,
,,,,,,,,25,571,0.006990635767579079,0.989296555519104,0.9876018166542053,0.9999001026153564,437.1363525390625,442.3636474609375,0.9907591342926025,0.005774387624114752
0.002468214137479663,0.9971497654914856,0.9962232112884521,1.0,390.1666564941406,392.0,0.9971497654914856,0.002468214137479663,26,593,,,,,,,,
,,,,,,,,26,593,0.007082351017743349,0.9868565201759338,0.9848423004150391,0.9998994469642639,435.7272644042969,442.3636474609375,0.9907591342926025,0.005774387624114752
0.0013759201392531395,0.9977016448974609,0.9969542026519775,1.0,390.5,392.0,0.9977016448974609,0.0013759201392531395,27,615,,,,,,,,
,,,,,,,,27,615,0.0052804541774094105,0.9932470321655273,0.9921557903289795,1.0,438.9090881347656,442.3636474609375,0.9932470321655273,0.0052804541774094105
0.003257633885368705,0.9951167702674866,0.9935428500175476,1.0,388.8333435058594,392.0,0.9977016448974609,0.0013759201392531395,28,637,,,,,,,,
,,,,,,,,28,637,0.007742476183921099,0.9895035028457642,0.9881357550621033,0.9995993971824646,437.0909118652344,442.3636474609375,0.9932470321655273,0.0052804541774094105
0.003202501917257905,0.9956262707710266,0.9942042231559753,1.0,389.1666564941406,392.0,0.9977016448974609,0.0013759201392531395,29,659,,,,,,,,
,,,,,,,,29,659,0.005116682965308428,0.993859052658081,0.9928904175758362,0.9999009966850281,439.1363525390625,442.3636474609375,0.993859052658081,0.005116682965308428
0.001334314700216055,0.9977016448974609,0.9969542026519775,1.0,390.5,392.0,0.9977016448974609,0.001334314700216055,30,681,,,,,,,,
,,,,,,,,30,681,0.005547764711081982,0.9938110113143921,0.9928642511367798,0.9997957348823547,439.5454406738281,442.3636474609375,0.993859052658081,0.005116682965308428
0.001991840312257409,0.9971497654914856,0.9962232112884521,1.0,390.1666564941406,392.0,0.9977016448974609,0.001334314700216055,31,703,,,,,,,,
,,,,,,,,31,703,0.008243962191045284,0.9910953044891357,0.990205705165863,0.9993230700492859,438.4545593261719,442.3636474609375,0.993859052658081,0.005116682965308428
