val/loss,val/acc,val/prec,val/rec,val/preds_sum,val/targets_sum,val/acc_best,val/loss_best,epoch,step,train/loss,train/acc,train/prec,train/rec,train/preds_sum,train/targets_sum,train/acc_best,train/loss_best,test/loss,test/acc,test/prec,test/rec,test/preds_sum,test/targets_sum,test/TP_epoch,test/FP_epoch,test/TN_epoch,test/FN_epoch,test/acc_epoch,test/prec_epoch,test/rec_epoch,test/preds_sum_epoch,test/targets_sum_epoch
0.1627219170331955,0.11737843602895737,0.0,0.0,0.0,392.0,0.22961875796318054,0.1627219170331955,0,21,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,21,0.19450584053993225,0.14016856253147125,0.0,0.0,0.0,442.3636474609375,0.14016856253147125,0.19450584053993225,,,,,,,,,,,,,,,
0.1627161204814911,0.11737843602895737,0.0,0.0,0.0,392.0,0.22961875796318054,0.1627161204814911,1,43,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,43,0.1887083649635315,0.13615332543849945,0.0,0.0,0.0,442.3636474609375,0.14016856253147125,0.1887083649635315,,,,,,,,,,,,,,,
0.14815039932727814,0.41121020913124084,0.31416967511177063,1.0,108.5,392.0,0.41121020913124084,0.14815039932727814,2,65,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2,65,0.18580904603004456,0.2476631999015808,0.1285993903875351,0.49193868041038513,55.818180084228516,442.3636474609375,0.2476631999015808,0.18580904603004456,,,,,,,,,,,,,,,
0.13347992300987244,0.46716439723968506,0.3871646821498871,1.0,144.5,392.0,0.46716439723968506,0.13347992300987244,3,87,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3,87,0.1558554768562317,0.48519307374954224,0.4098118841648102,0.9882755875587463,182.31817626953125,442.3636474609375,0.48519307374954224,0.1558554768562317,,,,,,,,,,,,,,,
0.1224224865436554,0.5527646541595459,0.4898766577243805,0.996679961681366,192.1666717529297,392.0,0.5527646541595459,0.1224224865436554,4,109,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4,109,0.15838031470775604,0.4220622777938843,0.33281993865966797,0.995273768901825,146.18182373046875,442.3636474609375,0.48519307374954224,0.1558554768562317,,,,,,,,,,,,,,,
0.13101892173290253,0.47585761547088623,0.39840805530548096,1.0,150.1666717529297,392.0,0.5527646541595459,0.1224224865436554,5,131,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5,131,0.14629215002059937,0.5194769501686096,0.44484472274780273,0.9926311373710632,197.77272033691406,442.3636474609375,0.5194769501686096,0.14629215002059937,,,,,,,,,,,,,,,
0.11817323416471481,0.5397645831108093,0.4785802364349365,1.0,189.1666717529297,392.0,0.5527646541595459,0.11817323416471481,6,153,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,6,153,0.14517968893051147,0.528264045715332,0.4524548649787903,0.9962809085845947,201.86363220214844,442.3636474609375,0.528264045715332,0.14517968893051147,,,,,,,,,,,,,,,
0.1192675232887268,0.5290536284446716,0.46538281440734863,1.0,182.8333282470703,392.0,0.5527646541595459,0.11817323416471481,7,175,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,7,175,0.13982297480106354,0.5468891859054565,0.4761999845504761,0.995151162147522,212.31817626953125,442.3636474609375,0.5468891859054565,0.13982297480106354,,,,,,,,,,,,,,,
0.13526658713817596,0.6195565462112427,0.5885503888130188,0.9644734263420105,244.1666717529297,392.0,0.6195565462112427,0.11817323416471481,8,197,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,197,0.1373581737279892,0.5561323761940002,0.4860748052597046,0.9962210059165955,216.36363220214844,442.3636474609375,0.5561323761940002,0.1373581737279892,,,,,,,,,,,,,,,
0.12533529102802277,0.6288040280342102,0.5973843336105347,0.9696314930915833,250.1666717529297,392.0,0.6288040280342102,0.11817323416471481,9,219,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,9,219,0.141166090965271,0.5549183487892151,0.48424777388572693,0.9958558678627014,213.77272033691406,442.3636474609375,0.5561323761940002,0.1373581737279892,,,,,,,,,,,,,,,
0.13330556452274323,0.6459459662437439,0.6193848252296448,0.9644697308540344,256.1666564941406,392.0,0.6459459662437439,0.11817323416471481,10,241,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,10,241,0.1364424079656601,0.5931324362754822,0.5298584699630737,0.9937740564346313,234.81817626953125,442.3636474609375,0.5931324362754822,0.1364424079656601,,,,,,,,,,,,,,,
0.13732729852199554,0.6747816205024719,0.650698184967041,0.9637868404388428,269.3333435058594,392.0,0.6747816205024719,0.11817323416471481,11,263,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,11,263,0.13738147914409637,0.5332522988319397,0.45991477370262146,0.9983733892440796,201.63636779785156,442.3636474609375,0.5931324362754822,0.1364424079656601,,,,,,,,,,,,,,,
0.1651180535554886,0.6444540619850159,0.6379359364509583,0.9510456919670105,274.8333435058594,392.0,0.6747816205024719,0.11817323416471481,12,285,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,12,285,0.13598352670669556,0.602570652961731,0.5377191305160522,0.9958996176719666,239.0454559326172,442.3636474609375,0.602570652961731,0.13598352670669556,,,,,,,,,,,,,,,
0.12373682856559753,0.6555138230323792,0.6197955012321472,0.9740710854530334,249.1666717529297,392.0,0.6747816205024719,0.11817323416471481,13,307,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,13,307,0.12757903337478638,0.6120612025260925,0.5522740483283997,0.994878351688385,246.86363220214844,442.3636474609375,0.6120612025260925,0.12757903337478638,,,,,,,,,,,,,,,
