id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
2,24,109,110,33,121,44,115,38,11.783988514976622,11.783988514976622,34384.0,34021.59633027523,33708.0
8,24,145,156,30,169,43,162,36,13.57482456862576,13.57482456862576,33887.0,33634.73103448276,33428.0
12,24,308,4,82,27,99,15,89,25.313089835799012,15.779430956315556,34426.0,34025.107142857145,33504.0
21,24,64,106,104,115,113,110,108,11.396321410243159,7.475665660289614,34756.0,34409.859375,33793.0
23,24,90,118,91,128,104,122,97,15.624901651753081,7.507081692211539,34901.0,34174.955555555556,33495.0
24,24,158,86,150,100,163,92,156,14.677977993398258,13.694681588027827,33993.0,33775.40506329114,33481.0
29,24,69,119,181,128,190,123,185,9.337473201948237,9.337473201948237,33957.0,33832.30434782609,33633.0
31,24,45,147,180,154,187,150,183,7.542472332656507,7.542472332656507,33989.0,33778.51111111111,33631.0
34,24,69,175,127,184,136,179,131,9.337473201948237,9.337473201948237,34105.0,33853.40579710145,33646.0
35,24,45,177,163,184,170,180,166,7.542472332656507,7.542472332656507,34349.0,34007.044444444444,33656.0
38,24,109,212,123,223,134,217,128,11.783988514976622,11.783988514976622,34068.0,33942.33944954129,33800.0
39,24,109,225,175,236,186,230,180,11.783988514976622,11.783988514976622,34099.0,33905.119266055044,33701.0
46,24,120,70,239,82,250,76,244,12.909944487358056,11.865917579353061,34071.0,33810.041666666664,33457.0
50,24,145,22,242,35,255,28,248,13.57482456862576,13.57482456862576,34117.0,33888.558620689655,33717.0
57,24,45,160,260,167,267,163,263,7.542472332656507,7.542472332656507,33280.0,33245.22222222222,33217.0
63,24,69,200,223,209,232,204,227,9.337473201948237,9.337473201948237,33198.0,33161.217391304344,33125.0
69,24,69,146,293,155,302,150,297,9.337473201948237,9.337473201948237,33305.0,33243.76811594203,33183.0
70,24,45,137,216,144,223,140,219,7.542472332656507,7.542472332656507,33179.0,33153.955555555556,33134.0
75,24,69,333,186,342,195,337,190,9.337473201948237,9.337473201948237,33759.0,33676.333333333336,33582.0
76,24,109,280,204,291,215,285,209,11.783988514976622,11.783988514976622,33826.0,33685.477064220184,33506.0
85,24,58,298,248,306,256,301,252,8.88237309079831,8.300537925063779,34009.0,33801.637931034486,33469.0
86,24,69,319,265,328,274,323,269,9.337473201948237,9.337473201948237,34069.0,33756.014492753624,33443.0
89,24,105,384,178,396,189,390,183,13.132680053680433,10.143157511982134,34086.0,33850.89523809524,33641.0
90,24,96,359,234,371,243,364,238,12.675435561221029,9.626352718795768,33932.0,33801.770833333336,33653.0
97,24,69,437,83,446,92,441,87,9.337473201948237,9.337473201948237,34543.0,34220.710144927536,33900.0
98,24,69,459,75,468,84,463,79,9.337473201948237,9.337473201948237,34268.0,34043.739130434784,33859.0
100,24,193,422,16,437,31,429,23,15.675465136763439,15.675465136763439,33408.0,33302.31088082901,33088.0
104,24,249,543,14,560,31,551,22,17.809342794248536,17.809342794248536,33886.0,33709.156626506025,33488.0
105,24,208,503,167,518,183,510,174,16.779107888635245,15.796786430741587,33198.0,33157.841346153844,33103.0
109,24,208,563,158,578,174,570,166,16.779107888635245,15.796786430741587,33212.0,33162.32211538462,33112.0
114,24,58,635,127,643,135,638,131,8.88237309079831,8.300537925063779,33846.0,33777.51724137931,33697.0
116,24,58,612,140,620,148,615,144,8.88237309079831,8.300537925063779,34065.0,33919.379310344826,33713.0
125,24,69,588,37,597,46,592,41,9.337473201948237,9.337473201948237,35041.0,34314.840579710144,33323.0
126,24,45,602,48,609,55,605,51,7.542472332656507,7.542472332656507,34976.0,34614.4,33945.0
128,24,69,560,253,569,262,564,257,9.337473201948237,9.337473201948237,34709.0,34436.739130434784,34159.0
129,24,109,522,285,533,296,527,290,11.783988514976622,11.783988514976622,34375.0,34201.5871559633,34094.0
130,24,249,668,20,685,37,676,28,17.809342794248536,17.809342794248536,33838.0,33600.469879518074,33403.0
133,24,145,655,171,668,184,661,177,13.57482456862576,13.57482456862576,33851.0,33702.86896551724,33504.0
134,24,208,670,99,685,115,677,106,16.779107888635245,15.796786430741587,33979.0,33820.45192307692,33630.0
144,24,45,620,188,627,195,623,191,7.542472332656507,7.542472332656507,33080.0,33061.044444444444,33039.0
146,24,45,649,214,656,221,652,217,7.542472332656507,7.542472332656507,33090.0,33069.066666666666,33048.0
152,24,45,614,244,621,251,617,247,7.542472332656507,7.542472332656507,33091.0,33074.11111111111,33057.0
154,24,45,587,302,594,309,590,305,7.542472332656507,7.542472332656507,33102.0,33082.53333333333,33062.0
164,24,52,657,277,664,285,660,280,8.682431421244592,7.605665904189708,33243.0,33210.13461538462,33179.0
165,24,45,626,311,633,318,629,314,7.542472332656507,7.542472332656507,33208.0,33174.955555555556,33147.0
174,24,69,669,313,678,322,673,317,9.337473201948237,9.337473201948237,33144.0,33125.608695652176,33089.0
176,24,78,37,309,46,319,41,314,10.441534419118726,9.457055431575805,33190.0,33153.55128205128,33093.0
179,24,69,92,336,101,345,96,340,9.337473201948237,9.337473201948237,33368.0,33302.637681159424,33215.0
181,24,69,116,329,125,338,120,333,9.337473201948237,9.337473201948237,33443.0,33375.333333333336,33279.0
185,24,45,48,349,55,356,51,352,7.542472332656507,7.542472332656507,33611.0,33505.37777777778,33439.0
187,24,66,66,334,73,344,69,338,10.971036248396793,7.691002220225602,33445.0,33376.43939393939,33287.0
193,24,69,102,381,111,390,106,385,9.337473201948237,9.337473201948237,34072.0,33930.884057971016,33737.0
194,24,69,151,390,160,399,155,394,9.337473201948237,9.337473201948237,34166.0,34018.913043478264,33767.0
216,24,69,273,301,282,310,277,305,9.337473201948237,9.337473201948237,34544.0,34292.34782608696,34020.0
220,24,78,244,258,253,268,248,262,10.441534419118726,9.457055431575805,34687.0,34402.320512820515,34132.0
224,24,45,211,315,218,322,214,318,7.542472332656507,7.542472332656507,34233.0,33932.97777777778,33688.0
229,24,45,252,340,259,347,255,343,7.542472332656507,7.542472332656507,34272.0,33796.35555555556,33298.0
234,24,45,368,305,375,312,371,308,7.542472332656507,7.542472332656507,33992.0,33879.4,33727.0
236,24,45,393,288,400,295,396,291,7.542472332656507,7.542472332656507,34029.0,33857.11111111111,33702.0
237,24,45,326,333,333,340,329,336,7.542472332656507,7.542472332656507,33852.0,33672.24444444444,33601.0
241,24,45,198,364,205,371,201,367,7.542472332656507,7.542472332656507,33625.0,33553.066666666666,33449.0
245,24,45,274,425,281,432,277,428,7.542472332656507,7.542472332656507,33702.0,33540.6,33406.0
252,24,45,437,260,444,267,440,263,7.542472332656507,7.542472332656507,34059.0,33856.11111111111,33673.0
259,24,30,365,445,371,450,368,447,6.831300510639732,5.656854249492381,33799.0,33650.9,33546.0
261,24,25,339,408,344,413,341,410,5.656854249492381,5.656854249492381,34036.0,33840.72,33748.0
268,24,25,434,315,439,320,436,317,5.656854249492381,5.656854249492381,33900.0,33778.04,33693.0
273,24,45,378,349,385,356,381,352,7.542472332656507,7.542472332656507,33888.0,33669.08888888889,33313.0
278,24,45,437,367,444,374,440,370,7.542472332656507,7.542472332656507,33686.0,33613.066666666666,33507.0
280,24,45,470,317,477,324,473,320,7.542472332656507,7.542472332656507,33685.0,33610.2,33495.0
289,24,59,437,463,444,472,440,467,9.825597838368713,7.653513649719367,34010.0,33861.49152542373,33700.0
