id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
2,35,109,110,32,121,43,115,37,11.783988514976622,11.783988514976622,34408.0,34080.8623853211,33829.0
10,35,69,174,31,183,40,178,35,9.337473201948237,9.337473201948237,33716.0,33606.782608695656,33369.0
11,35,52,146,45,154,52,150,48,8.682431421244592,7.605665904189708,33742.0,33623.75,33505.0
15,35,211,14,73,31,89,22,80,19.961701347595927,13.507979076768676,34001.0,33832.94786729858,33607.0
16,35,117,34,90,47,101,40,95,15.021424454009052,10.085768270697473,34695.0,34343.1452991453,33645.0
17,35,210,10,100,27,115,18,107,18.23946815382615,14.64591872339901,33548.0,33465.328571428574,33360.0
21,35,69,81,109,90,118,85,113,9.337473201948237,9.337473201948237,33736.0,33582.608695652176,33439.0
23,35,96,113,95,125,104,118,99,12.675435561221029,9.626352718795768,33606.0,33452.583333333336,33362.0
26,35,120,96,135,108,146,102,140,12.909944487358056,11.865917579353061,33977.0,33782.333333333336,33480.0
27,35,45,65,156,72,163,68,159,7.542472332656507,7.542472332656507,34038.0,33892.62222222222,33729.0
29,35,109,111,178,122,189,116,183,11.783988514976622,11.783988514976622,33667.0,33543.91743119266,33426.0
31,35,104,139,152,151,163,144,157,13.181482511134387,10.004732512906685,33604.0,33467.67307692308,33326.0
34,35,85,161,111,171,121,166,116,10.715574152221837,10.062448607188927,33939.0,33763.282352941176,33617.0
35,35,69,183,153,192,162,187,157,9.337473201948237,9.337473201948237,33827.0,33665.97101449275,33449.0
39,35,158,224,173,238,186,230,179,14.677977993398258,13.694681588027827,34370.0,34058.784810126584,33871.0
41,35,109,204,99,215,110,209,104,11.783988514976622,11.783988514976622,33970.0,33803.522935779816,33614.0
42,35,45,237,124,244,131,240,127,7.542472332656507,7.542472332656507,33877.0,33790.08888888889,33676.0
46,35,145,70,237,83,250,76,243,13.57482456862576,13.57482456862576,34104.0,33886.393103448274,33683.0
50,35,193,17,229,32,244,24,236,15.675465136763439,15.675465136763439,34184.0,33896.77202072539,33637.0
57,35,145,155,256,168,269,161,262,13.57482456862576,13.57482456862576,33288.0,33236.744827586204,33196.0
63,35,69,202,227,211,236,206,231,9.337473201948237,9.337473201948237,33562.0,33345.79710144927,33106.0
69,35,109,138,296,149,307,143,301,11.783988514976622,11.783988514976622,33318.0,33268.11009174312,33217.0
70,35,52,133,214,140,222,136,218,8.682431421244592,7.605665904189708,33196.0,33149.807692307695,33121.0
75,35,69,343,180,352,189,347,184,9.337473201948237,9.337473201948237,33757.0,33639.637681159424,33521.0
76,35,109,288,202,299,213,293,207,11.783988514976622,11.783988514976622,33762.0,33643.22935779816,33462.0
85,35,52,296,256,303,264,299,260,8.682431421244592,7.605665904189708,34251.0,34089.153846153844,33871.0
86,35,109,319,270,330,281,324,275,11.783988514976622,11.783988514976622,34238.0,33968.33027522936,33705.0
89,35,78,398,163,407,173,402,168,10.441534419118726,9.457055431575805,34042.0,33848.85897435898,33606.0
90,35,69,364,226,373,235,368,230,9.337473201948237,9.337473201948237,34028.0,33843.79710144927,33705.0
97,35,69,409,99,418,108,413,103,9.337473201948237,9.337473201948237,34589.0,34352.217391304344,34135.0
98,35,78,456,75,466,84,460,79,10.441534419118726,9.457055431575805,34501.0,34325.653846153844,34101.0
