id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
2,1,142,107,32,123,43,114,37,17.089073501321945,10.591927066360125,36027.0,34746.33802816901,33780.0
8,1,225,139,22,154,39,146,30,18.176465348511318,15.822069561601136,33903.0,33678.688888888886,33103.0
20,1,158,102,111,115,125,108,118,14.677977993398258,13.694681588027827,33837.0,33660.8164556962,33469.0
24,1,145,71,141,84,154,77,147,13.57482456862576,13.57482456862576,33814.0,33657.46896551724,33541.0
28,1,193,101,164,116,179,108,171,15.675465136763439,15.675465136763439,33719.0,33556.65284974093,33106.0
32,1,109,152,133,163,144,157,138,11.783988514976622,11.783988514976622,33666.0,33533.477064220184,33406.0
38,1,109,212,127,223,138,217,132,11.783988514976622,11.783988514976622,34804.0,34333.83486238532,33752.0
39,1,139,217,163,229,180,223,171,19.836878460171185,9.074565727813951,34903.0,34365.31654676259,33705.0
46,1,120,64,223,75,235,69,228,12.909944487358056,11.865917579353061,34316.0,34025.63333333333,33772.0
50,1,184,29,251,45,264,36,257,16.903819995337816,13.881485949779044,33985.0,33784.19565217391,33595.0
52,1,145,145,264,158,277,151,270,13.57482456862576,13.57482456862576,33209.0,33172.11034482758,33137.0
61,1,69,191,216,200,225,195,220,9.337473201948237,9.337473201948237,33198.0,33160.55072463768,33120.0
73,1,109,305,207,316,218,310,212,11.783988514976622,11.783988514976622,34322.0,34094.74311926605,33894.0
83,1,78,302,253,311,263,306,258,10.441534419118726,9.457055431575805,34436.0,34240.11538461538,33879.0
87,1,111,342,243,355,254,348,248,14.21586765256708,9.92944064735681,34317.0,34091.48648648649,33867.0
97,1,69,433,87,442,96,437,91,9.337473201948237,9.337473201948237,33913.0,33694.3768115942,33542.0
98,1,69,467,82,476,91,471,86,9.337473201948237,9.337473201948237,34468.0,34191.47826086957,33918.0
99,1,228,419,20,436,36,427,28,18.070487162505966,16.06515087563997,33491.0,33374.61842105263,33258.0
104,1,249,563,22,580,39,571,30,17.809342794248536,17.809342794248536,33752.0,33428.983935742974,33039.0
105,1,193,519,154,534,169,526,161,15.675465136763439,15.675465136763439,33259.0,33206.502590673575,33161.0
109,1,171,567,151,580,166,573,158,15.788070113054884,13.795498884552316,33239.0,33192.257309941524,33152.0
113,1,109,627,161,638,172,632,166,11.783988514976622,11.783988514976622,33868.0,33693.64220183486,33576.0
123,1,145,613,19,626,32,619,25,13.57482456862576,13.57482456862576,33778.0,33585.15862068965,33446.0
