id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
4,46,224,109,20,125,39,117,30,21.869199647284518,13.922259362862137,34199.0,33933.3125,33523.0
5,46,52,75,48,83,55,78,51,8.682431421244592,7.605665904189708,34283.0,34059.86538461538,33809.0
10,46,168,179,32,193,46,185,39,14.944341180973263,14.310296310659197,33729.0,33589.40476190476,33370.0
11,46,69,141,50,150,59,145,54,9.337473201948237,9.337473201948237,33763.0,33652.057971014496,33474.0
15,46,186,13,49,31,60,22,54,19.732621318163016,12.14960506460216,33878.0,33693.978494623654,33456.0
16,46,177,53,67,69,80,60,73,17.443764243783583,12.945881139290947,34071.0,33857.265536723164,33667.0
17,46,191,14,108,29,123,21,115,16.349338979810675,14.862992262899583,33441.0,33350.1780104712,33235.0
21,46,78,83,110,92,120,87,114,10.441534419118726,9.457055431575805,33757.0,33606.807692307695,33493.0
23,46,168,115,86,129,100,122,93,14.944341180973263,14.310296310659197,33697.0,33513.31547619047,33343.0
26,46,109,86,139,97,150,91,144,11.783988514976622,11.783988514976622,33863.0,33655.55963302752,33511.0
27,46,69,65,170,74,179,69,174,9.337473201948237,9.337473201948237,33955.0,33748.76811594203,33550.0
29,46,109,113,178,124,189,118,183,11.783988514976622,11.783988514976622,33782.0,33616.220183486235,33451.0
31,46,78,146,158,155,168,150,162,10.441534419118726,9.457055431575805,33599.0,33498.91025641026,33397.0
34,46,78,156,118,166,127,160,122,10.441534419118726,9.457055431575805,34011.0,33800.10256410256,33546.0
35,46,78,188,161,198,170,192,165,10.441534419118726,9.457055431575805,34072.0,33821.179487179485,33506.0
41,46,109,210,99,221,110,215,104,11.783988514976622,11.783988514976622,33841.0,33643.50458715596,33388.0
42,46,120,246,121,257,133,251,126,12.909944487358056,11.865917579353061,33792.0,33661.09166666667,33559.0
43,46,85,240,182,250,192,244,187,10.715574152221835,10.062448607188925,33955.0,33808.02352941177,33636.0
45,46,109,226,157,237,168,231,162,11.783988514976622,11.783988514976622,34071.0,33884.05504587156,33725.0
48,46,69,63,222,72,231,67,226,9.337473201948237,9.337473201948237,33942.0,33836.057971014496,33703.0
49,46,109,84,255,95,266,89,260,11.783988514976622,11.783988514976622,34058.0,33893.61467889908,33689.0
50,46,109,35,215,46,226,40,220,11.783988514976622,11.783988514976622,34150.0,33882.20183486238,33584.0
54,46,69,111,274,120,283,115,278,9.337473201948237,9.337473201948237,33253.0,33205.69565217391,33167.0
56,46,109,154,281,165,292,159,286,11.783988514976622,11.783988514976622,33291.0,33230.394495412846,33189.0
58,46,45,120,245,127,252,123,248,7.542472332656507,7.542472332656507,33282.0,33242.2,33211.0
60,46,45,172,242,179,249,175,245,7.542472332656507,7.542472332656507,33229.0,33207.51111111111,33170.0
64,46,45,199,209,206,216,202,212,7.542472332656507,7.542472332656507,33184.0,33154.88888888889,33133.0
68,46,25,145,221,150,226,147,223,5.656854249492381,5.656854249492381,33165.0,33143.84,33124.0
71,46,45,206,252,213,259,209,255,7.542472332656507,7.542472332656507,33178.0,33156.311111111114,33122.0
72,46,25,110,223,115,228,112,225,5.656854249492381,5.656854249492381,33150.0,33130.92,33100.0
75,46,78,342,179,352,188,346,183,10.441534419118726,9.457055431575805,33803.0,33656.3717948718,33531.0
76,46,109,285,193,296,204,290,198,11.783988514976622,11.783988514976622,33904.0,33650.98165137615,33553.0
85,46,58,300,263,308,271,304,267,8.88237309079831,8.300537925063779,34269.0,34080.96551724138,33781.0
86,46,109,316,282,327,293,321,287,11.783988514976622,11.783988514976622,34333.0,34052.64220183486,33700.0
89,46,69,401,166,410,175,405,170,9.337473201948237,9.337473201948237,34017.0,33822.333333333336,33505.0
90,46,145,365,222,378,235,371,228,13.57482456862576,13.57482456862576,34059.0,33878.82068965517,33684.0
97,46,78,399,100,408,110,403,104,10.441534419118726,9.457055431575805,34204.0,34004.282051282054,33831.0
98,46,69,460,73,469,82,464,77,9.337473201948237,9.337473201948237,34437.0,34243.6231884058,34116.0
104,46,193,505,43,520,58,512,50,15.675465136763439,15.675465136763439,33699.0,33575.538860103625,33449.0
106,46,85,500,180,510,190,505,185,10.715574152221837,10.062448607188927,33145.0,33121.35294117647,33089.0
108,46,69,474,156,483,165,478,160,9.337473201948237,9.337473201948237,33139.0,33113.710144927536,33089.0
110,46,120,556,170,568,181,562,175,12.909944487358056,11.865917579353061,33164.0,33128.575,33100.0
112,46,69,540,118,549,127,544,122,9.337473201948237,9.337473201948237,33138.0,33113.82608695652,33086.0
114,46,69,627,110,636,119,631,114,9.337473201948237,9.337473201948237,33747.0,33612.391304347824,33456.0
