id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
4,47,158,109,26,124,40,117,33,17.46066043644082,11.90027749879819,34207.0,33923.784810126584,33610.0
5,47,69,76,47,85,56,80,51,9.337473201948237,9.337473201948237,34264.0,34021.260869565216,33735.0
10,47,171,178,31,193,44,185,37,15.788070113054884,13.795498884552316,33769.0,33608.181286549705,33386.0
11,47,69,141,50,150,59,145,54,9.337473201948237,9.337473201948237,33777.0,33666.333333333336,33497.0
15,47,195,13,34,30,48,21,40,18.95386518102715,13.17460208122401,34002.0,33706.179487179485,33353.0
16,47,160,53,68,68,80,60,74,16.180758277251858,12.632371573586076,34085.0,33868.08125,33685.0
17,47,244,12,106,31,122,21,113,20.7487840692662,15.0349114275967,33443.0,33336.37704918033,33084.0
21,47,69,81,110,90,119,85,114,9.337473201948237,9.337473201948237,33778.0,33592.40579710145,33407.0
23,47,158,116,86,130,99,122,92,14.677977993398258,13.694681588027827,33706.0,33527.917721518985,33362.0
26,47,109,86,139,97,150,91,144,11.783988514976622,11.783988514976622,33812.0,33648.678899082566,33483.0
27,47,69,65,170,74,179,69,174,9.337473201948237,9.337473201948237,33899.0,33758.086956521736,33593.0
29,47,129,113,177,125,189,119,183,13.125512171623699,12.544120800145336,33755.0,33612.56589147287,33395.0
31,47,69,147,160,156,169,151,164,9.337473201948237,9.337473201948237,33631.0,33523.0,33388.0
34,47,69,157,118,166,127,161,122,9.337473201948237,9.337473201948237,33980.0,33790.07246376811,33558.0
35,47,78,191,161,201,170,196,165,10.441534419118726,9.457055431575805,34043.0,33855.07692307692,33513.0
41,47,109,206,98,217,109,211,103,11.783988514976622,11.783988514976622,33860.0,33707.76146788991,33578.0
42,47,109,246,122,257,133,251,127,11.783988514976622,11.783988514976622,33767.0,33652.53211009174,33541.0
43,47,69,241,183,250,192,245,187,9.337473201948237,9.337473201948237,34007.0,33820.782608695656,33650.0
45,47,109,226,157,237,168,231,162,11.783988514976622,11.783988514976622,34110.0,33857.74311926605,33618.0
48,47,69,63,221,72,230,67,225,9.337473201948237,9.337473201948237,34029.0,33829.536231884056,33706.0
49,47,109,81,252,92,263,86,257,11.783988514976622,11.783988514976622,34081.0,33873.33027522936,33642.0
50,47,120,35,214,46,226,40,220,12.909944487358056,11.865917579353061,34157.0,33857.833333333336,33624.0
54,47,78,112,279,122,288,116,283,10.441534419118726,9.457055431575805,33268.0,33210.46153846154,33174.0
56,47,109,154,281,165,292,159,286,11.783988514976622,11.783988514976622,33321.0,33264.68807339449,33191.0
58,47,45,120,245,127,252,123,248,7.542472332656507,7.542472332656507,33279.0,33247.57777777778,33213.0
60,47,52,169,244,176,252,172,248,8.682431421244592,7.605665904189708,33235.0,33212.596153846156,33183.0
64,47,45,194,209,201,216,197,212,7.542472332656507,7.542472332656507,33171.0,33142.688888888886,33112.0
68,47,25,142,222,147,227,144,224,5.656854249492381,5.656854249492381,33162.0,33136.24,33107.0
71,47,65,206,251,215,259,210,254,9.851542600290836,8.42469647889577,33176.0,33146.35384615385,33108.0
72,47,30,112,223,118,228,114,225,6.831300510639732,5.656854249492381,33177.0,33141.23333333333,33124.0
75,47,78,342,179,351,189,346,184,10.441534419118726,9.457055431575805,33769.0,33668.05128205128,33570.0
76,47,120,285,192,296,204,290,198,12.909944487358056,11.865917579353061,33842.0,33627.11666666667,33487.0
85,47,45,301,263,308,270,304,266,7.542472332656507,7.542472332656507,34396.0,34177.28888888889,33869.0
86,47,109,316,282,327,293,321,287,11.783988514976622,11.783988514976622,34327.0,34023.064220183485,33748.0
89,47,78,401,166,411,175,406,170,10.441534419118726,9.457055431575805,34042.0,33859.679487179485,33534.0
90,47,145,365,222,378,235,371,228,13.57482456862576,13.57482456862576,34061.0,33861.92413793103,33679.0
97,47,69,396,102,405,111,400,106,9.337473201948237,9.337473201948237,34194.0,34032.362318840576,33869.0
98,47,109,461,68,471,81,466,74,13.75624512645376,10.063059819404906,34392.0,34243.605504587154,33973.0
104,47,193,504,43,519,58,511,50,15.675465136763439,15.675465136763439,33709.0,33578.538860103625,33406.0
106,47,78,501,178,510,188,505,182,10.441534419118726,9.457055431575805,33150.0,33121.05128205128,33090.0
108,47,69,472,155,481,164,476,159,9.337473201948237,9.337473201948237,33146.0,33113.92753623189,33077.0
110,47,109,559,169,570,180,564,174,11.783988514976622,11.783988514976622,33160.0,33122.366972477066,33096.0
112,47,69,540,120,549,129,544,124,9.337473201948237,9.337473201948237,33139.0,33114.40579710145,33090.0
114,47,69,626,110,635,119,630,114,9.337473201948237,9.337473201948237,33768.0,33660.24637681159,33490.0
116,47,94,588,128,598,139,592,133,11.641513818924649,10.263032757513033,33752.0,33635.936170212764,33567.0
125,47,131,552,30,563,43,557,36,14.040290986741208,11.933658858055983,33872.0,33692.35877862595,33432.0
126,47,145,555,84,568,97,561,90,13.57482456862576,13.57482456862576,33899.0,33697.503448275864,33323.0
128,47,69,535,237,544,246,539,241,9.337473201948237,9.337473201948237,34257.0,34099.565217391304,33850.0
129,47,260,486,252,505,268,495,260,20.052058718120534,16.52432760216003,34420.0,34126.269230769234,33798.0
133,47,208,649,170,664,186,656,178,16.779107888635245,15.796786430741587,33454.0,33323.0,33075.0
134,47,45,644,82,651,89,647,85,7.542472332656507,7.542472332656507,33940.0,33790.955555555556,33667.0
135,47,109,674,89,685,100,679,94,11.783988514976622,11.783988514976622,33839.0,33714.38532110092,33559.0
140,47,109,636,33,647,44,641,38,11.783988514976622,11.783988514976622,33799.0,33662.33944954129,33528.0
146,47,52,636,215,643,223,639,218,8.682431421244592,7.605665904189708,33118.0,33100.71153846154,33081.0
148,47,45,616,209,623,216,619,212,7.542472332656507,7.542472332656507,33150.0,33127.77777777778,33100.0
149,47,45,573,200,580,207,576,203,7.542472332656507,7.542472332656507,33173.0,33146.71111111111,33112.0
156,47,45,580,280,587,287,583,283,7.542472332656507,7.542472332656507,33205.0,33169.13333333333,33126.0
158,47,45,582,307,589,314,585,310,7.542472332656507,7.542472332656507,33190.0,33151.6,33110.0
160,47,45,589,243,596,250,592,246,7.542472332656507,7.542472332656507,33139.0,33080.688888888886,33041.0
161,47,45,614,263,621,270,617,266,7.542472332656507,7.542472332656507,33140.0,33115.46666666667,33087.0
167,47,45,673,266,680,273,676,269,7.542472332656507,7.542472332656507,33360.0,33270.688888888886,33167.0
168,47,52,646,270,654,277,650,273,8.682431421244592,7.605665904189708,33285.0,33252.403846153844,33217.0
169,47,45,629,299,636,306,632,302,7.542472332656507,7.542472332656507,33317.0,33260.066666666666,33219.0
171,47,52,616,323,623,331,619,326,8.682431421244592,7.605665904189708,33277.0,33203.07692307692,33149.0
174,47,78,660,313,669,323,664,318,10.441534419118726,9.457055431575805,33201.0,33160.38461538462,33121.0
176,47,69,35,297,44,306,39,301,9.337473201948237,9.337473201948237,33311.0,33261.637681159424,33225.0
179,47,78,90,322,100,331,94,326,10.441534419118726,9.457055431575805,33357.0,33279.705128205125,33215.0
181,47,69,94,297,103,306,98,301,9.337473201948237,9.337473201948237,33398.0,33314.04347826087,33227.0
185,47,45,40,350,47,357,43,353,7.542472332656507,7.542472332656507,33303.0,33274.24444444444,33237.0
