id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
4,77,45,106,26,113,33,109,29,7.542472332656507,7.542472332656507,36863.0,36765.4,35568.0
5,77,109,66,47,77,58,71,52,11.783988514976622,11.783988514976622,34392.0,34027.83486238532,33664.0
10,77,197,158,22,175,35,166,28,18.02423636237332,13.955694942201802,34150.0,33807.71573604061,33392.0
11,77,158,139,53,152,67,145,60,14.677977993398258,13.694681588027827,34012.0,33785.01898734177,33484.0
16,77,120,49,74,60,86,54,80,12.909944487358056,11.865917579353061,34404.0,34135.63333333333,33677.0
21,77,96,77,112,89,121,82,116,12.675435561221029,9.626352718795768,33969.0,33734.28125,33481.0
23,77,171,112,84,127,97,119,90,15.788070113054884,13.795498884552316,34100.0,33862.10526315789,33506.0
26,77,181,85,139,99,154,92,146,15.8591424792612,14.54027168102865,33966.0,33762.756906077346,33519.0
27,77,109,51,165,62,176,56,170,11.783988514976622,11.783988514976622,34154.0,33887.89908256881,33562.0
29,77,120,111,173,123,184,116,178,12.909944487358056,11.865917579353061,33947.0,33790.96666666667,33467.0
31,77,109,153,158,164,169,158,163,11.783988514976622,11.783988514976622,33827.0,33668.07339449541,33513.0
34,77,69,172,134,181,143,176,138,9.337473201948237,9.337473201948237,34629.0,34383.76811594203,34105.0
35,77,69,194,155,203,164,198,159,9.337473201948237,9.337473201948237,34296.0,34147.07246376811,33991.0
41,77,145,207,100,220,113,213,106,13.57482456862576,13.57482456862576,34294.0,34014.489655172416,33815.0
42,77,158,261,121,275,134,268,127,14.677977993398258,13.694681588027827,34016.0,33858.40506329114,33694.0
43,77,145,252,181,265,194,258,187,13.57482456862576,13.57482456862576,34091.0,33874.089655172414,33525.0
45,77,142,220,152,234,163,226,157,15.174106930121475,11.990606652180862,34112.0,33860.15492957747,33657.0
48,77,109,42,239,53,250,47,244,11.783988514976622,11.783988514976622,34093.0,33955.036697247706,33627.0
49,77,120,76,280,87,292,81,286,12.909944487358056,11.865917579353061,34267.0,33960.98333333333,33404.0
50,77,145,22,196,35,209,28,202,13.57482456862576,13.57482456862576,34082.0,33865.627586206894,33637.0
54,77,192,93,249,109,264,100,256,18.438616683535322,13.310529387497349,33314.0,33245.791666666664,33159.0
