id,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity
4,85,45,100,39,107,46,103,42,7.542472332656507,7.542472332656507,36863.0,36506.51111111111,35500.0
5,85,120,57,47,68,59,62,52,12.909944487358056,11.865917579353061,34350.0,34007.61666666667,33601.0
7,85,120,81,19,93,30,86,24,12.909944487358056,11.865917579353061,34240.0,33980.26666666667,33719.0
10,85,231,157,25,175,41,166,32,19.657705754346082,14.972089416843735,34089.0,33827.121212121216,33464.0
11,85,263,145,53,165,70,155,61,22.240011540653153,15.177175433039006,34463.0,33965.349809885935,33596.0
16,85,120,47,83,59,94,52,88,12.909944487358056,11.865917579353061,34432.0,34161.433333333334,33784.0
19,85,312,9,120,28,142,18,131,24.430480041824904,16.48142923076706,33674.0,33515.346153846156,33294.0
21,85,199,78,113,94,128,86,120,17.3297101140703,14.629328418829099,34008.0,33767.65326633166,33501.0
23,85,158,113,83,127,96,120,89,14.677977993398258,13.694681588027827,34249.0,33996.04430379747,33596.0
26,85,145,83,140,96,153,89,146,13.57482456862576,13.57482456862576,33989.0,33798.137931034486,33590.0
27,85,109,50,163,61,174,55,168,11.783988514976622,11.783988514976622,34191.0,33944.62385321101,33548.0
29,85,129,113,172,125,184,119,178,13.125512171623699,12.544120800145336,34010.0,33842.0,33602.0
31,85,109,154,157,165,168,159,162,11.783988514976622,11.783988514976622,33846.0,33681.266055045875,33528.0
34,85,69,175,120,184,129,179,124,9.337473201948237,9.337473201948237,34403.0,34203.59420289855,33974.0
35,85,69,201,171,210,180,205,175,9.337473201948237,9.337473201948237,35053.0,34644.014492753624,34325.0
41,85,145,208,99,221,112,214,105,13.57482456862576,13.57482456862576,34298.0,34067.606896551726,33876.0
42,85,145,264,118,277,131,270,124,13.57482456862576,13.57482456862576,34144.0,33919.620689655174,33618.0
43,85,145,245,174,258,187,251,180,13.57482456862576,13.57482456862576,34142.0,33902.80689655172,33611.0
45,85,120,219,149,230,161,224,154,12.909944487358056,11.865917579353061,34173.0,33884.425,33552.0
48,85,109,47,233,58,244,52,238,11.783988514976622,11.783988514976622,34214.0,34015.550458715596,33779.0
49,85,120,66,270,78,281,72,275,12.909944487358056,11.865917579353061,34399.0,34072.225,33713.0
50,85,145,22,195,35,208,28,201,13.57482456862576,13.57482456862576,34140.0,33756.04137931034,33240.0
54,85,131,98,250,109,263,103,256,14.040290986741208,11.933658858055983,33331.0,33270.87022900763,33226.0
56,85,100,138,291,150,301,143,296,12.693362726155655,10.008163802728362,33519.0,33415.01,33311.0
58,85,78,123,240,132,250,127,244,10.441534419118726,9.457055431575805,33536.0,33467.4358974359,33362.0
60,85,69,153,256,162,265,157,260,9.337473201948237,9.337473201948237,33502.0,33416.057971014496,33337.0
64,85,45,229,215,236,222,232,218,7.542472332656507,7.542472332656507,33284.0,33238.8,33194.0
68,85,30,167,222,173,227,170,224,6.831300510639732,5.656854249492381,33146.0,33128.3,33113.0
