id,seg_label,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127
8,8,41,247,177,468,194,486,184,476,18.709496319934832,17.28046450184049,34831.0,34440.01214574899,34019.0,0.005495055578649044,-0.1763218492269516,-0.01237509399652481,0.0020028401631861925,0.028184041380882263,0.005216126795858145,0.08160616457462311,0.003525711363181472,-0.042850311845541,0.08282800018787384,0.061258651316165924,-0.037794385105371475,-0.06755421310663223,-0.06061474606394768,0.06745664775371552,-0.08834187686443329,-0.06613989174365997,-0.02104395441710949,-0.024082165211439133,-0.03439923748373985,0.08199962973594666,0.05799755081534386,0.03998946771025658,0.1880190670490265,0.08899528533220291,-0.08918740600347519,0.04132314398884773,0.0020383705850690603,0.22680413722991943,-0.014837900176644325,-0.07083317637443542,-0.005872304551303387,0.004949138034135103,-0.10556615889072418,0.005387595389038324,0.0969780683517456,0.01004746649414301,-0.10708006471395493,-0.07646677643060684,-0.026043899357318878,0.02081805095076561,0.06573840975761414,-0.0106057059019804,-0.06353363394737244,0.08965548872947693,0.012047805823385715,-0.03561684116721153,0.04570933058857918,-0.013111908920109272,0.05324365571141243,0.046299539506435394,-0.10864076018333435,0.04263340309262276,0.12196461856365204,-0.03975341469049454,-0.03631420433521271,-0.08078529685735703,-0.010970420204102993,0.14555230736732483,-0.005317653063684702,0.18262740969657898,0.14352016150951385,0.09534447640180588,0.021274788305163383,-0.017090076580643654,0.015901772305369377,-0.050521112978458405,-0.09294237941503525,0.09486214816570282,-0.2652552127838135,0.018365606665611267,-0.32598376274108887,-0.02169983461499214,0.0668788030743599,0.10747697204351425,0.10515057295560837,0.08045371621847153,-0.03353658318519592,0.09598027169704437,0.11463999003171921,0.050165850669145584,0.07785040140151978,0.02700166031718254,0.05642663687467575,-0.03417974337935448,-0.03951653465628624,-0.021840600296854973,-0.15220974385738373,0.08196184039115906,0.025320783257484436,0.02908342331647873,0.026273490861058235,0.009185357950627804,-0.019785523414611816,0.009804639965295792,0.0032347452361136675,-0.005493610166013241,0.026233745738863945,-0.016016414389014244,0.0034315360244363546,0.055436331778764725,0.13463768362998962,0.06935783475637436,-0.12261635065078735,-0.4130365550518036,-0.009851118549704552,0.03268364071846008,0.047746215015649796,0.020775871351361275,0.12537236511707306,0.07548126578330994,0.11812947690486908,0.03226963058114052,-0.007017606869339943,0.12002526968717575,0.04610840976238251,-0.05704103037714958,-0.001308524631895125,0.10815322399139404,-0.004896962083876133,0.025716938078403473,-0.03064747527241707,0.09067901223897934,0.03444675728678703,0.0314551517367363,-0.03192068263888359,-0.10370711237192154,-0.002855045022442937
9,9,41,274,137,460,154,479,145,469,19.79007736516554,17.96357693015901,34902.0,34430.846715328466,34113.0,0.062919981777668,-0.08950085937976837,-0.03869630768895149,0.027409063652157784,-0.08402880281209946,0.019286086782813072,0.07348702102899551,-0.02399413473904133,-0.047556355595588684,0.07558190822601318,0.0572098046541214,-0.0398680604994297,-0.03532804921269417,-0.043460313230752945,0.029446540400385857,-0.06378673762083054,-0.08532098680734634,-0.01032295636832714,-0.08045488595962524,0.05262276530265808,0.0669906958937645,0.08479998260736465,0.03489003702998161,0.14797019958496094,0.073329858481884,-0.05505654215812683,0.11584242433309555,-0.007229724433273077,0.2650671601295471,-0.01494221668690443,-0.08600381016731262,0.0810389593243599,-0.03598720207810402,-0.11662159115076065,-0.00019874321878887713,0.10079370439052582,0.013324481435120106,-0.1251526176929474,-0.08290401846170425,-0.00908383633941412,0.007911006920039654,0.04530910402536392,0.007322811521589756,-0.0895565077662468,0.10906939953565598,0.005851073656231165,-0.02234894409775734,-2.7490332286106423e-05,0.03281579911708832,0.0703900083899498,0.10020813345909119,-0.1174604669213295,0.019186535850167274,0.08331078290939331,-0.025655562058091164,-0.04354233294725418,-0.050019703805446625,-0.013112354092299938,0.09383691847324371,0.0018153574783354998,0.1796618402004242,0.09274585545063019,0.08211582154035568,0.0623590461909771,0.00921323150396347,0.009316555224359035,-0.04259318858385086,-0.04872565343976021,0.09976531565189362,-0.2968514859676361,0.06768118590116501,-0.2814250588417053,-0.007365833502262831,0.03266473114490509,0.10465723276138306,0.09610598534345627,0.11079709231853485,-0.021701496094465256,0.12483466416597366,0.1629076898097992,0.047072816640138626,0.031039316207170486,-0.04286780580878258,0.06365665048360825,0.07194242626428604,0.01456520427018404,0.0013022167840972543,-0.14467813074588776,0.1157117635011673,-0.01870124414563179,-0.025723939761519432,0.036760732531547546,-0.0058837635442614555,-0.055966880172491074,0.033448897302150726,0.026228856295347214,0.02812892384827137,0.016852695494890213,-0.07068616151809692,0.027899976819753647,0.04369683563709259,0.09555456787347794,0.07094985246658325,-0.11423411965370178,-0.3759024441242218,0.025595996528863907,0.0812416672706604,0.08004815876483917,0.007217857986688614,0.14182406663894653,0.12397102266550064,0.14766013622283936,0.00153500703163445,-0.0004013760481029749,0.07210485637187958,0.04254179447889328,-0.08991475403308868,0.032559506595134735,0.13166138529777527,-0.012939956039190292,0.06377538293600082,-0.05283902585506439,0.043708641082048416,0.017863618209958076,0.027025394141674042,-0.022688109427690506,-0.09836514294147491,0.007781372405588627
14,14,41,160,33,199,48,214,40,206,18.297586640690263,11.376849217882482,33846.0,33579.6625,33329.0,-0.09502345323562622,-0.1528153270483017,0.08837313205003738,0.002340142149478197,0.1005525067448616,0.04396377503871918,0.11628318578004837,-0.158596932888031,0.06007838249206543,-0.01833602599799633,0.07128164917230606,0.05493504926562309,0.06907875835895538,0.001003266079351306,0.07616180926561356,-0.0385272242128849,0.08724770694971085,0.16119690239429474,-0.13136519491672516,-0.1262933313846588,-0.07193390280008316,0.030021309852600098,-0.04862923547625542,0.03871827945113182,-0.02328469417989254,0.006535638589411974,0.058161668479442596,0.05944223329424858,0.10567187517881393,-0.05073289945721626,0.0008156448020599782,0.030528802424669266,-0.0936417207121849,0.020691361278295517,-0.08542773127555847,-0.039077699184417725,-0.019924160093069077,-0.14437949657440186,-0.0382562018930912,0.10812622308731079,0.09167718142271042,-0.03810068964958191,-0.024359971284866333,0.26598942279815674,-0.17901039123535156,-0.1248067170381546,0.012660929933190346,-0.0010305240284651518,0.06621887534856796,0.18544901907444,-0.034554772078990936,-0.06799280643463135,0.131586492061615,0.06569137424230576,-0.01950809545814991,0.10849154740571976,-0.03069138340651989,-0.056532736867666245,0.19801436364650726,-0.025005770847201347,-0.0014423250686377287,-0.016942208632826805,0.05010134354233742,0.014034866355359554,-0.005953130777925253,0.057899512350559235,-0.1552208960056305,0.13482971489429474,0.11162155121564865,-0.21390114724636078,-0.06146649271249771,-0.2542240619659424,-0.14590905606746674,0.13611598312854767,-0.07331858575344086,-0.027710342779755592,0.07261893153190613,-0.0537882000207901,-0.03978357091546059,-0.0576946847140789,0.10475495457649231,-0.044038325548172,0.10494320839643478,0.13485875725746155,-0.08107545971870422,-0.054641932249069214,-0.08282625675201416,-0.03338228911161423,-0.022833045572042465,-0.047987617552280426,-0.028150649741292,0.04093446582555771,0.106486476957798,-0.07115371525287628,0.0938168540596962,-0.01600809395313263,0.0048886616714298725,0.09080340713262558,-0.011837504804134369,-0.05123971402645111,-0.11414539813995361,-0.05355082452297211,0.04813017696142197,0.11507602781057358,-0.10579127073287964,0.057932741940021515,-0.03386761248111725,-0.03913838788866997,0.006796865724027157,0.10621309280395508,-0.1739882379770279,0.10376103967428207,0.046647440642118454,-0.021599100902676582,-0.05897927284240723,-0.017312422394752502,-0.03645119443535805,-0.10531149059534073,-0.103233702480793,-0.00719365943223238,-0.033719100058078766,-0.026622729375958443,0.04437897726893425,0.06141894683241844,-0.0024298212956637144,0.04217352345585823,0.02533167600631714,-0.07716420292854309
15,15,41,100,23,170,36,179,29,174,14.557410381634295,9.055484690544514,33763.0,33627.47,33386.0,-0.07155580818653107,-0.05909965932369232,0.15976941585540771,-0.01091821026057005,0.0425625704228878,0.03393467888236046,0.19171825051307678,-0.11372999846935272,0.03903206065297127,-0.05968603119254112,0.025983883067965508,0.08712136000394821,0.02033257856965065,-0.1051308661699295,0.11413922160863876,-0.04657813534140587,0.05372895300388336,0.2725289463996887,-0.1922309845685959,-0.1172856017947197,0.0037377174012362957,-0.03401799127459526,-0.1238659992814064,0.009046405553817749,0.037159454077482224,-0.0549447163939476,0.043934423476457596,0.03096868097782135,0.04977944493293762,-0.08029890805482864,-0.015384063124656677,-0.027867723256349564,-0.02969054877758026,0.037010420113801956,-0.04555397480726242,-0.02776244282722473,0.02539367601275444,-0.05849615857005119,-0.14816401898860931,0.051213331520557404,0.05447383597493172,-0.06592095643281937,-0.032337747514247894,0.2075124830007553,-0.12948456406593323,-0.10107778757810593,0.09465259313583374,0.17602621018886566,0.20318108797073364,0.11583935469388962,-0.14980708062648773,-0.1368705928325653,0.06407704204320908,0.008900203742086887,-0.0751294419169426,0.10758376121520996,0.011806276626884937,0.0062837242148816586,0.17991724610328674,-0.038071516901254654,-5.04890522279311e-05,-0.1099698394536972,0.03894668072462082,0.004310214426368475,-0.08734014630317688,0.12121737003326416,-0.056080274283885956,0.0668715238571167,0.12581489980220795,-0.2136327475309372,-0.12793591618537903,-0.12149915844202042,-0.10847347974777222,0.1032499149441719,-0.06645331531763077,0.011594466865062714,0.01737096719443798,-0.021337058395147324,0.024263592436909676,-0.02158639393746853,0.0667644590139389,0.03698798641562462,0.054081737995147705,0.085539810359478,-0.10288498550653458,-0.01270311139523983,-0.040337953716516495,0.06203865632414818,-0.03218093141913414,-0.030551526695489883,-0.09516369551420212,-0.07907237857580185,-0.05599331110715866,-0.08994415402412415,-0.029963847249746323,0.045800670981407166,-0.1233370304107666,0.10826337337493896,-0.0638381764292717,0.07252483069896698,0.005665421485900879,-0.022769561037421227,0.031632792204618454,0.08000115305185318,-0.11072378605604172,0.023733939975500107,-0.04100148379802704,0.053526993840932846,-0.05179525539278984,0.15176211297512054,-0.07599949091672897,0.05831646919250488,-0.045012835413217545,-0.06731735169887543,-0.13357320427894592,-0.017897991463541985,-0.008563874289393425,-0.08100483566522598,-0.1346243917942047,0.022336041554808617,-0.043905578553676605,-0.025484124198555946,-0.09687048941850662,-0.02067382261157036,0.014617799781262875,0.06566528975963593,0.00764823891222477,-0.12586656212806702
18,18,41,293,60,251,83,268,71,259,25.45176096507709,15.000455015815106,33396.0,33324.51194539249,33215.0,-0.1377061903476715,-0.15288329124450684,0.039385490119457245,0.008072519674897194,0.03460381180047989,-0.06928352266550064,0.10706796497106552,-0.10412172973155975,0.04225137084722519,0.028095778077840805,0.11438813805580139,-0.06074308976531029,0.1622438281774521,-0.060892488807439804,0.22276827692985535,0.012933904305100441,0.09499763697385788,0.04243571683764458,0.019045671448111534,-0.11588770151138306,0.12193204462528229,0.03454750031232834,-0.016526037827134132,0.06753721088171005,0.0007805502973496914,-0.13026732206344604,0.18561597168445587,0.11928194016218185,0.2056574821472168,0.08044560998678207,-0.048672690987586975,-0.002773535205051303,-0.04964044317603111,-0.042782582342624664,-0.03208654001355171,-0.06449716538190842,0.06087184697389603,-0.05581514537334442,-0.1218487024307251,8.714006980881095e-05,0.024448879063129425,-0.04117798060178757,-0.08389204740524292,0.06068362668156624,-0.01677369512617588,0.024856509640812874,0.117497518658638,-0.06330638378858566,0.12399811297655106,0.07129131257534027,-0.017214465886354446,-0.023509904742240906,0.01886003278195858,-0.05283680930733681,0.013539372943341732,-0.09921427816152573,-0.02933662384748459,-0.003917732276022434,0.17441199719905853,0.03161754086613655,-0.022877203300595284,-0.011604923754930496,0.017959022894501686,0.02931114099919796,0.017792673781514168,-0.03323698416352272,0.01202856283634901,0.1801985651254654,0.04517050459980965,-0.21155297756195068,-0.017301175743341446,-0.08640734851360321,-0.19272536039352417,0.12353762984275818,-0.03134044632315636,-0.06224701181054115,0.08329205214977264,-0.01942582242190838,-0.038993120193481445,-0.05128474161028862,-0.087406687438488,0.07315977662801743,0.029132544994354248,-0.060611542314291,-0.0793941393494606,-0.07206211239099503,-0.11593969911336899,-0.01519154105335474,0.026345642283558846,-0.17524513602256775,-0.0904041975736618,0.17473623156547546,0.07981685549020767,0.01652478612959385,0.15762633085250854,-0.06629445403814316,-0.008986537344753742,0.005506461951881647,-0.0068147978745400906,0.038278136402368546,-0.08417946845293045,0.053541023284196854,0.0388561487197876,-0.0344974547624588,-0.11209381371736526,-0.06766503304243088,0.016803856939077377,-0.0986984372138977,0.0019689546898007393,0.029594652354717255,-0.22497782111167908,0.08267849683761597,0.11413530260324478,-0.1413704752922058,0.04766411334276199,-0.036817681044340134,-0.0532258003950119,0.02464430220425129,-0.16497132182121277,0.0876743420958519,-0.04411858320236206,0.08717496693134308,-0.002617060672491789,0.10260044783353806,0.005130254663527012,-0.10915594547986984,-0.09805583208799362,-0.1112336814403534
19,19,41,159,65,195,74,214,69,204,20.621781243026028,9.91028942453183,33392.0,33333.698113207545,33255.0,-0.07042495161294937,-0.10777033120393753,0.06126118078827858,-0.018992649391293526,0.16815948486328125,0.03049330599606037,0.13211949169635773,-0.05646247789263725,-0.06552445143461227,-0.021057717502117157,0.011047391220927238,0.0001189977047033608,0.059531744569540024,-0.03881610557436943,0.11922150105237961,-0.16916432976722717,-0.006825953722000122,0.14873072504997253,0.061362702399492264,-0.07142132520675659,0.018626779317855835,0.08605265617370605,0.10501192510128021,-0.011736661195755005,0.16646568477153778,0.03883403167128563,0.11271006613969803,0.09886171668767929,0.0799386277794838,-0.13003656268119812,0.008292755112051964,-0.061104804277420044,0.061189163476228714,0.004213032778352499,-0.04621496796607971,0.02930767834186554,0.05184487625956535,-0.037617817521095276,-0.03975692763924599,-0.003734489204362035,-0.008127380162477493,0.05248192697763443,-0.0899726077914238,0.18839076161384583,-0.13199327886104584,-0.05349378287792206,0.11473673582077026,0.1499200165271759,0.1932993084192276,0.018376676365733147,-0.013576836325228214,-0.22749502956867218,0.043797627091407776,0.0014840314397588372,-0.0816071480512619,0.04776677489280701,0.007468526251614094,0.012843262404203415,0.17936362326145172,-0.10289759188890457,0.07566778361797333,-0.22203928232192993,0.08191797137260437,-0.01386631466448307,-0.02075875550508499,0.08678935468196869,-0.019171951338648796,0.21417425572872162,0.1166539341211319,-0.12636162340641022,-0.19089007377624512,0.10376190394163132,-0.15170001983642578,0.041650041937828064,0.08539846539497375,-0.030182041227817535,0.005308049730956554,-0.056674178689718246,0.02406485751271248,-0.11106903851032257,0.047853220254182816,0.07131585478782654,0.02483043447136879,-0.09890233725309372,-0.1074804961681366,-0.0033649997785687447,-0.08387719094753265,-0.019120708107948303,0.09371320903301239,-0.035712312906980515,-0.09012557566165924,-0.10175531357526779,-0.09892246872186661,-0.058779098093509674,0.055800992995500565,-0.03700043261051178,-0.046450745314359665,0.06706567853689194,0.01695399545133114,-0.10811462253332138,0.03931932523846626,0.03309433162212372,0.14421886205673218,-0.007708409335464239,-0.08256020396947861,-0.12306524068117142,0.03852478787302971,0.1461062729358673,-0.008821177296340466,0.09377980977296829,-0.03648236393928528,-0.09038719534873962,0.08950413763523102,-0.009793459437787533,-0.05885813385248184,-0.002967484761029482,-0.07807737588882446,-0.011871807277202606,-0.07058718055486679,0.007125822827219963,-0.062103208154439926,-0.06370969861745834,-0.011119739152491093,-0.03495441749691963,0.14418169856071472,0.010705200955271721,0.07937406003475189,-0.008749467320740223
28,28,41,349,139,343,158,369,149,356,29.63242167506271,16.008134014633864,33498.0,33418.303724928366,33332.0,-0.025630328804254532,-0.081558458507061,0.06873340904712677,-0.08466127514839172,0.03889472410082817,0.033459801226854324,0.020909259095788002,-0.06306573003530502,-0.02784954011440277,-0.018478572368621826,0.10183467715978622,-0.0037716722581535578,0.10405604541301727,0.04060143232345581,0.02909395657479763,0.023213498294353485,-0.010370307601988316,-0.0724429339170456,-0.10136079788208008,-0.006641935091465712,0.08725306391716003,0.07063532620668411,0.05886007845401764,-0.01595994457602501,-0.11686640977859497,-0.07097413390874863,0.04580904170870781,-0.027955790981650352,0.09332789480686188,0.0995672419667244,0.11415756493806839,-0.09318454563617706,-0.15336920320987701,0.11627727746963501,-0.10299984365701675,-0.08130420744419098,0.02885804884135723,0.054372310638427734,-0.004759230185300112,0.129218190908432,-0.0582694336771965,0.016715113073587418,0.056428153067827225,-0.043788351118564606,-0.19959646463394165,0.06661894917488098,0.09051842987537384,-0.028395820409059525,-0.049018505960702896,0.19806019961833954,-0.024190597236156464,0.01825048215687275,0.005947824101895094,-0.06320647150278091,-0.04161509498953819,0.1659797877073288,-0.09980466961860657,-0.16543921828269958,0.17892104387283325,-0.06084490194916725,0.02298918552696705,0.15626776218414307,0.03531966730952263,-0.03209258243441582,0.07113701105117798,-0.04383443668484688,-0.023080836981534958,0.12364193797111511,0.07198954373598099,-0.10003533959388733,-0.06020323559641838,-0.34928974509239197,0.02493179962038994,0.10652390122413635,-0.02296297624707222,-0.12517695128917694,-0.0840793028473854,-0.056695982813835144,-0.1500634402036667,0.0013696093810722232,0.0390755720436573,-0.07949013262987137,0.030256938189268112,0.07748083025217056,0.08568637818098068,0.07832259684801102,-0.0990581288933754,-0.014492363668978214,-0.07229284942150116,-0.022968685254454613,-0.006284522358328104,0.06938762217760086,0.053740788251161575,-0.06904216855764389,0.07139084488153458,-0.034612756222486496,-0.04883824288845062,0.0538383387029171,-0.1261308342218399,0.1397416740655899,0.046033911406993866,-0.08059822767972946,0.016826869919896126,0.12025491893291473,0.08759455382823944,0.08041733503341675,-0.0857170820236206,-0.10440312325954437,-0.010883232578635216,-0.007979984395205975,-0.1210872232913971,-0.0486813448369503,0.07694212347269058,-0.018900377675890923,-0.13884375989437103,-0.02063703164458275,0.07693406194448471,0.04620552062988281,-0.12088615447282791,-0.008938117884099483,-0.03304168954491615,0.08944221585988998,-0.12491022795438766,0.05725583806633949,-0.019464993849396706,0.006312127225100994,-0.04170362278819084,-0.24814105033874512
29,29,41,335,96,349,117,368,106,358,22.41387106270259,19.04248878386633,33387.0,33293.66865671642,33199.0,-0.14932149648666382,-0.14079995453357697,0.0844506248831749,-0.012384410947561264,0.004806951619684696,-0.007398436311632395,0.06575552374124527,-0.17324578762054443,0.011054115369915962,-0.03478375822305679,0.050479911267757416,0.053078051656484604,0.1460210680961609,0.019540946930646896,0.1384931206703186,-0.004718430805951357,0.15893647074699402,0.030818726867437363,-0.019038664177060127,-0.08196887373924255,-0.009449325501918793,-0.0185795109719038,-0.07142870128154755,0.026871345937252045,-0.0074532837606966496,-0.02785564959049225,0.15748552978038788,0.04656071588397026,0.18033938109874725,0.006043346598744392,-0.04441908374428749,0.08671419322490692,-0.1440158486366272,-0.06945846974849701,-0.15327277779579163,-0.09247450530529022,0.02477995865046978,-0.015269811265170574,-0.19004397094249725,0.04488316923379898,0.03638051822781563,-0.09350832551717758,-0.053261205554008484,0.10020823776721954,-0.09927092492580414,-0.058381401002407074,0.08458524942398071,-0.1237698569893837,0.1308126449584961,0.14371880888938904,-0.026518743485212326,-0.050198182463645935,-0.017031755298376083,-0.0682249441742897,-0.0007680606795474887,0.008121229708194733,-0.03442971780896187,-0.04686049371957779,0.17847150564193726,-0.01754969172179699,0.03489511087536812,0.016936246305704117,0.001910123392008245,0.08021034300327301,0.07004150748252869,0.056989215314388275,-0.054369207471609116,0.24135155975818634,0.15294146537780762,-0.18532077968120575,-0.018604621291160583,-0.03363262489438057,-0.13625194132328033,0.06927978992462158,-0.12030920386314392,-0.021434644237160683,0.09542609751224518,-0.012873593717813492,-0.01610432378947735,-0.004205033648759127,-0.051331114023923874,0.034767020493745804,0.08734051883220673,0.03906676918268204,0.04964802414178848,-0.026862092316150665,-0.16046932339668274,0.004562131129205227,0.052575770765542984,-0.11891158670186996,-0.04910961166024208,0.2218502163887024,0.080744169652462,0.02973606064915657,0.12941676378250122,-0.08689318597316742,0.014221509918570518,-0.012095589190721512,-0.0034638375509530306,-0.012239819392561913,-0.1436033695936203,0.08109775930643082,0.04043326526880264,-0.005020728334784508,-0.05684133246541023,-0.03907046839594841,0.048702552914619446,-0.0640471801161766,-0.04513753578066826,0.0037592402659356594,-0.2255714386701584,0.03321729600429535,0.18275320529937744,-0.0420348085463047,0.06101919710636139,-0.05687405914068222,0.043097443878650665,0.03476198762655258,-0.09476588666439056,-0.020664479583501816,-0.014418263919651508,0.08829590678215027,0.023145055398344994,0.13698714971542358,-0.04124705493450165,-0.06987854838371277,-0.03691530227661133,-0.1063787192106247
33,33,41,402,168,372,185,400,176,385,30.20597671999582,17.123708870431983,34071.0,33843.80597014925,33589.0,-0.13278113305568695,-0.14039447903633118,0.0611855648458004,-0.05287081375718117,0.06499513238668442,-0.06146552786231041,-0.16969305276870728,-0.21411792933940887,-0.14800623059272766,0.019840622320771217,-0.07474379986524582,0.04368114471435547,0.11412470787763596,0.05786347761750221,0.11689000576734543,-0.01853630132973194,0.022560792043805122,-0.17180046439170837,0.06869317591190338,0.09447211772203445,0.0049331760965287685,-0.0015459313290193677,0.08201108872890472,-0.04551861807703972,0.026711588725447655,-0.07999169081449509,0.07373862713575363,0.03902532532811165,0.08151233196258545,-0.018214445561170578,0.028008703142404556,-0.05152961611747742,-0.09611419588327408,0.10311099141836166,-0.08427876234054565,-0.05180256813764572,-0.05661319941282272,-0.059121161699295044,-0.07036342471837997,-0.023831412196159363,-0.0474868007004261,0.01699492335319519,0.05648578703403473,-0.031708721071481705,-0.20350870490074158,0.08358361572027206,0.07138876616954803,0.023983875289559364,0.09121426939964294,0.17166905105113983,-0.005253889132291079,-0.057080574333667755,0.06997968256473541,0.03330262005329132,-0.030312296003103256,0.09919679164886475,-0.08228566497564316,-0.04354749247431755,0.3111167550086975,-0.050605591386556625,0.06692379713058472,0.003911541774868965,0.018006030470132828,-0.015128654427826405,0.11983129382133484,-0.0038797659799456596,0.05979077145457268,0.19688116014003754,0.1306723952293396,-0.14106479287147522,-0.04834078252315521,-0.2810610830783844,-0.052135713398456573,-0.012077802792191505,-0.020629072561860085,0.001910372986458242,0.09219545125961304,-0.009151166304945946,0.025986867025494576,0.01659371517598629,-0.0749967098236084,-0.07591434568166733,0.08760536462068558,-0.01409632433205843,0.0731276422739029,0.12806729972362518,0.0554770827293396,-0.04692240431904793,0.11766430735588074,-0.013206376694142818,0.037048209458589554,-0.009331611916422844,0.0021336027421057224,0.07588592916727066,-0.013501853682100773,-0.07663945853710175,-0.050188515335321426,0.05340388044714928,-0.04554298520088196,-0.006436878349632025,0.0066070533357560635,0.006503998767584562,0.0830313190817833,-0.07566612213850021,-0.2502249777317047,0.012377745471894741,0.022621452808380127,0.07319031655788422,-0.02057141438126564,0.08622636646032333,0.01718643493950367,-0.16696298122406006,0.06969845294952393,0.025716815143823624,0.09324394911527634,-0.05982653424143791,0.014131552539765835,0.05460386723279953,0.13170599937438965,0.048507463186979294,-0.019721051678061485,0.08005061745643616,0.014415089972317219,-0.060963183641433716,0.05522141233086586,-0.028558798134326935,0.033206310123205185,-0.1416642814874649
36,36,41,145,107,400,120,413,113,406,13.57482456862576,13.57482456862576,33878.0,33735.91724137931,33489.0,-0.10359082370996475,-0.026667730882763863,0.1376429945230484,-0.03693532943725586,0.07922453433275223,0.05447186902165413,0.1828167885541916,-0.1439306139945984,0.046287354081869125,0.044066984206438065,0.15198113024234772,-0.015122000128030777,-0.08069464564323425,-0.046287573873996735,0.03289908170700073,-0.030678225681185722,0.026932010427117348,0.15494640171527863,-0.28075894713401794,-0.15028619766235352,-0.17883697152137756,0.13535094261169434,-0.09586842358112335,-0.007578246761113405,-0.008558403700590134,-0.123517706990242,-0.06450704485177994,0.07292991876602173,0.05244571343064308,-0.14855505526065826,0.10550476610660553,-0.050689056515693665,-0.04282069951295853,0.10700838267803192,-0.005880582146346569,0.048819735646247864,-0.06523461639881134,-0.060105834156274796,-0.022462179884314537,-0.0597635954618454,0.08241717517375946,-0.04324052110314369,-0.0041297744028270245,0.1649884730577469,-0.041615307331085205,-0.18123573064804077,-0.0932723730802536,0.1430722326040268,0.04664579778909683,0.0829506441950798,-0.09476470202207565,-0.11714617908000946,0.039973169565200806,0.015523158013820648,-0.07478605210781097,0.08354927599430084,-0.0526636578142643,-0.06272424757480621,0.201048344373703,-0.002960450481623411,0.05059320479631424,-0.007569741457700729,0.03336400166153908,0.03100338764488697,-0.07263147830963135,0.06346558034420013,-0.07829519361257553,0.003999078646302223,0.11777330189943314,-0.022282976657152176,-0.1237746998667717,-0.22620178759098053,-0.1407950520515442,0.13626056909561157,0.022100672125816345,0.009472521021962166,0.022978181019425392,-0.056249964982271194,-0.04437028616666794,-0.024188213050365448,0.09150420129299164,0.01661478728055954,0.024156929925084114,0.08974014222621918,-0.10977005213499069,-0.07430718094110489,-0.03073981963098049,0.018192995339632034,-0.020114615559577942,-0.00035758852027356625,-0.06695933640003204,-0.1589525192975998,0.00966300256550312,-0.055710569024086,-0.08191242069005966,0.04408248886466026,-0.1321389228105545,0.04955894872546196,-0.07721704244613647,-0.0035709200892597437,0.0883558914065361,-0.0468880720436573,0.05619881674647331,0.09424087405204773,-0.04123503714799881,0.055156104266643524,-0.1298741102218628,0.06581425666809082,0.044992297887802124,0.06558278948068619,-0.09024102240800858,0.13458551466464996,-0.11984610557556152,-0.029575146734714508,-0.09235752373933792,0.06427019834518433,-0.0034867662470787764,-0.045462287962436676,-0.05903170630335808,0.001611639279872179,-0.05229969322681427,-0.04470621421933174,-0.01318355742841959,-0.03888408839702606,0.05541082099080086,0.13103695213794708,-0.0036670996341854334,-0.07874879240989685
