all_stack_cell_id,all_stack_centroid_x,all_stack_centroid_y,all_stack_frame_nb
1,94.0526410672436,164.781323237786,1
1,93.076949038137,160.335470806615,2
1,93.4403990024938,160.91255195345,3
1,94.6701492537313,162.607462686567,4
1,98.5043158861341,159.779247015611,5
1,98.916048550236,156.016520566419,6
1,97.2028743315508,160.712901069519,7
1,97.1764109496451,161.047651233525,8
1,95.4201083276913,159.508124576845,9
1,96.519404915912,160.942432082794,10
1,97.1161300406377,159.653329165364,11
1,95.9842105263158,159.865325077399,12
1,87.3996144312862,163.008675296062,13
1,93.507960704607,162.510670731707,14
1,95.5140725669718,162.413530010173,15
1,86.5584176632935,165.215534235773,16
1,97.6250679224778,163.327839159573,17
1,103.728859060403,158.929865771812,18
1,105.706896551724,154.596816976127,19
1,99.7741145748327,156.975518198139,20
1,99.7448792202288,158.226726938833,21
1,104.537034266048,162.691755199761,22
1,101.825698988697,163.197204045211,23
1,100.711550339716,164.068869672637,24
1,100.444589308996,162.507822685789,25
1,98.4221776887108,161.836005344021,26
1,97.1679790026247,157.245406824147,27
1,95.4523034766227,156.85494091454,28
1,94.0327868852459,154.223743469645,29
1,92.9579925650558,156.732342007435,30
2,121.674698795181,404.389558232932,1
2,120.810975609756,405.99593495935,2
2,120.843495934959,411.166666666667,3
2,121.545944412932,415.396483267158,4
2,117.089753566796,416.793255512322,5
2,116.326216484608,416.681727904667,6
2,116.971967380224,416.890417940877,7
2,114.976653696498,413.9046692607,8
2,112.59963099631,412.806273062731,9
2,112.615027829314,412.58719851577,10
2,110.292079207921,409.413591359136,11
2,109.247292418773,410.240072202166,12
2,108.031668153434,412.079839429081,13
2,107.268609865471,413.119730941704,14
2,107.743555555556,415.107111111111,15
2,107.430481283422,418.419786096257,16
2,107.714221422142,418.468496849685,17
2,107.61786038078,419.16092475068,18
2,107.56890299184,416.81459655485,19
2,106.694618834081,416.199551569507,20
2,106.424886877828,416.033936651584,21
2,106.312556053812,416.289237668161,22
2,105.770513976555,414.365644724977,23
2,105.966605672461,413.618938700823,24
2,106.345662100457,412.550228310502,25
2,104.13578564941,414.922343324251,26
2,103.202726473175,414.565963060686,27
2,103.003460207612,415.771626297578,28
2,100.790877796902,414.696213425129,29
2,100.253794266442,414.967116357504,30
3,73.1638954869359,658.975698885438,1
3,64.4264123785534,648.124685138539,2
3,62.1218045112782,648.75977443609,3
3,60.0256015399423,650.674302213667,4
3,56.4135915235659,642.234563390574,5
3,56.7594410876133,642.799848942598,6
3,60.59963099631,646.10221402214,7
3,64.0885175968717,642.449875577675,8
3,68.4167862266858,638.774031563845,9
3,73.6651112706389,639.975233309404,10
3,76.0084507042254,638.552112676056,11
3,79.409668313338,638.541637261821,12
3,82.3166544923302,641.121621621622,13
3,85.7334470989761,646.088395904437,14
3,90.440206185567,650.372852233677,15
3,94.8571910871033,656.596556380824,16
3,95.4051262433053,655.62700841622,17
3,97.0399209486166,656.840711462451,18
3,99.3123028391167,656.5,19
3,100.808319738989,658.380913539967,20
3,96.7137162529444,653.054357673492,21
3,103.757142857143,659.923529411765,22
3,98.5788863109049,662.973317865429,23
3,83.5728760717069,685.925954793453,24
3,79.4264099037139,686.074965612105,25
3,92.8706128863279,678.237820848612,26
3,102.725991189427,658.804405286344,27
3,110.333664021164,658.163029100529,28
3,115.546875,665.038296568627,29
3,113.094668117519,663.393906420022,30
4,170.883808095952,322.465517241379,1
4,172.041319181198,317.393858984079,2
4,171.960641399417,314.963556851312,3
4,172.927931292009,314.197535474234,4
4,172.270685579196,317.077620173365,5
4,170.104437643458,320.390589135425,6
4,165.648148148148,326.459810874704,7
4,168.990166414523,326.610438729198,8
4,169.313920454545,325.106534090909,9
4,169.914325842697,324.907303370787,10
4,169.981843575419,322.84217877095,11
4,170.557103064067,320.654596100279,12
4,169.394588896697,321.521082220661,13
4,166.253387295443,321.728136547598,14
4,165.694229415904,323.101688951443,15
4,164.898496240602,326.562200956938,16
4,165.681558255897,328.342030021444,17
4,166.547410649161,331.68818380744,18
4,166.717771303714,330.796431172615,19
4,165.627192982456,328.938596491228,20
4,167.896574440053,319.640974967062,21
4,168.838108882521,322.972779369628,22
4,168.9033069734,324.116822429907,23
4,166.021801286633,325.604360257327,24
4,165.134408602151,325.861290322581,25
4,163.205185185185,325.94,26
4,163.53821656051,321.974168435952,27
4,170.779470198675,317.677483443709,28
4,172.399930020994,316.97655703289,29
4,173.854377397977,316.264039065225,30
5,200.090425531915,436.487588652482,1
5,199.314536340852,437.202589807853,2
5,198.855371900826,437.478512396694,3
5,201.014900662252,436.412251655629,4
5,201.196160267112,436.680300500835,5
5,201.070247933884,436.040495867769,6
5,199.902125775022,438.150132860939,7
5,200.813408723748,436.419224555735,8
5,201.409451945989,435.711278792693,9
5,203.090361445783,436.46546184739,10
5,201.36119873817,435.219242902208,11
5,200.858669833729,436.104908946952,12
5,197.278125,437.3359375,13
5,196.309682804674,437.515025041736,14
5,198.890444810544,436.088138385502,15
5,202.379815100154,439.21032357473,16
5,201.677554438861,438.322445561139,17
5,204.085808580858,438.780528052805,18
5,204.805785123967,438.443801652893,19
5,203.905797101449,438.446859903382,20
5,203.859712230216,437.743005595524,21
5,203.000823723229,438.406095551895,22
5,201.669014084507,437.87613918807,23
5,200.628583128583,437.282145782146,24
5,201.412757201646,436.090946502058,25
5,199.878109452736,437.21807628524,26
5,199.707813798836,437.553200332502,27
5,200.396326530612,438.097551020408,28
5,198.200754400671,437.568734283319,29
5,196.690553745928,437.513029315961,30
6,234.430077691454,348.953940066593,1
6,233.738805970149,350.737657864524,2
6,234.502173913043,349.241304347826,3
6,238.962962962963,350.625514403292,4
6,240.598445595855,351.603626943005,5
6,239.973846153846,351.893846153846,6
6,239.351936218679,350.736902050114,7
6,238.586767895879,348.430585683297,8
6,237.718649517685,348.340300107181,9
6,238.310638297872,349.155319148936,10
6,238.22380952381,347.798412698413,11
6,238.397621509824,348.037745604964,12
6,236.398202009519,349.395293495505,13
6,234.974823766365,349.515105740181,14
6,236.525316455696,349.413502109705,15
6,237.337398373984,351.878048780488,16
6,237.802203567681,349.296432318993,17
6,238.197720515362,348.847869177403,18
6,240.55534351145,346.326335877863,19
6,239.121031746032,348.335317460317,20
6,238.091219512195,351.423902439024,21
6,238.904641775984,352.698789101917,22
6,238.115228426396,351.349746192893,23
6,237.584896347483,350.469397828233,24
6,236.986179664363,352.024185587364,25
6,238.566019417476,352.226213592233,26
6,237.431237721022,349.918467583497,27
6,236.763984298332,351.568694798822,28
6,233.201040681173,352.247398297067,29
6,229.778985507246,355.380434782609,30
7,203.623730378578,882.32917820868,1
7,204.612994350282,882.477401129943,2
7,207.283177570093,884.139252336449,3
7,209.471962616822,886.118691588785,4
7,205.609090909091,885.365909090909,5
7,215.312197483059,880.477734753146,6
7,215.997661365762,880.920018709074,7
7,216.262096774194,880.675403225806,8
7,219.372985781991,882.095260663507,9
7,225.664502164502,881.207359307359,10
7,226.395695364238,879.650662251656,11
7,227.042606516291,878.869674185464,12
7,226.499790180445,878.834452370961,13
7,227.410016977929,875.320033955857,14
7,228.344841592201,873.816815597076,15
7,230.585536547434,874.008553654743,16
7,228.915959252971,874.107809847199,17
7,230.200964630225,875.540192926045,18
7,231.319324430479,873.925765907306,19
7,231.16875,873.4015625,20
7,231.190421455939,872.047126436782,21
7,227.343396226415,875.303773584906,22
7,230.116146152276,875.778934476424,23
7,228.692923336142,875.159646166807,24
7,228.924404761905,873.841071428571,25
7,228.220469171684,872.990658085946,26
7,232.235099337748,874.918874172185,27
7,231.916251437332,873.932924492143,28
7,233.906538734897,869.842572850035,29
7,234.072602739726,869.905479452055,30
8,373.889897395422,439.702052091555,1
8,373.169407894737,438.111842105263,2
8,372.9736,438.0312,3
8,373.6056,438.7016,4
8,373.287951807229,439.737751004016,5
8,373.666536964981,439.433073929961,6
8,371.821007081039,442.960267505901,7
8,374.798003072197,439.44623655914,8
8,374.300959232614,439.440847322142,9
8,374.971439451637,440.960776846915,10
8,376.021872601688,439.88986953185,11
8,377.288326848249,440.267315175097,12
8,374.426553672316,446.466101694915,13
8,374.181334279631,446.563165365507,14
8,375.52467232074,443.766769468003,15
8,375.791536050157,439.971786833856,16
8,374.481760507534,439.990087232355,17
8,374.9512,439.612,18
8,374.986111111111,440.791666666667,19
8,374.299716914367,446.841825902335,20
8,375.303328290469,443.897881996974,21
8,376.354864433812,442.833333333333,22
8,376.136728147554,441.892943063352,23
8,375.770485282418,440.651949085123,24
8,375.202904564315,440.545643153527,25
8,374.009243697479,441.021008403361,26
8,372.45165394402,442.45165394402,27
8,373.650075987842,445.268237082067,28
8,372.804038004751,444.290182106097,29
8,372.779969650986,444.407435508346,30
9,463.322695035461,443.864066193853,1
9,461.478898007034,442.013481828839,2
9,461.764064293915,442.005166475316,3
9,461.638165345413,441.47281993205,4
9,462.262769580023,442.040295119183,5
9,461.820185614849,441.790023201856,6
9,464.244831659776,446.349084465446,7
9,463.447712418301,442.245098039216,8
9,462.97191011236,441.803370786517,9
9,462.979212253829,442.812910284464,10
9,463.839622641509,441.886237513873,11
9,464.607587768969,442.177236693092,12
9,463.195414847162,444.698144104803,13
9,462.534709677419,445.595870967742,14
9,462.456328451883,444.192207112971,15
9,463.130031779661,444.431938559322,16
9,464.338177014531,443.874240422721,17
9,462.782525335524,443.881950150644,18
9,462.960969840331,441.619455943229,19
9,461.022194435761,439.813066583307,20
9,459.525237957889,440.370925872512,21
9,458.972121212121,441.226666666667,22
9,460.310548025928,442.081025338833,23
9,457.655815423515,441.171618204804,24
9,459.043673012318,444.015677491601,25
9,448.986765278318,442.975087582717,26
9,464.364530942488,448.854362562869,27
9,467.446170212766,450.978510638298,28
9,467.265996718622,452.389868744873,29
9,482.993878031552,474.546385684012,30
10,473.146284101599,897.651458137347,1
10,471.061696045736,896.492853739876,2
10,470.883635472807,896.75428711416,3
10,472.088822355289,896.144710578842,4
10,476.09948051948,895.54987012987,5
10,477.224683544304,896.126582278481,6
10,478.123570363003,896.32446544008,7
10,477.474066390042,892.565352697095,8
10,477.263100436681,893.647379912664,9
10,477.557501306848,893.991374803973,10
10,479.413729615992,893.294844818517,11
10,480.281395348837,893.237467700258,12
10,480.088924387646,895.287007454739,13
10,479.149385355425,895.132282202031,14
10,479.881420765027,893.318579234973,15
10,480.194013303769,894.79822616408,16
10,480.090801886792,896.204009433962,17
10,480.422816901408,896.952394366197,18
10,481.09886039886,895.921652421652,19
10,481.233560090703,895.936507936508,20
10,481.62030075188,895.479178716021,21
10,479.634818288394,896.156506447831,22
10,478.057975279576,897.5,23
10,475.050796265788,899.300109829764,24
10,477.289901334881,897.690365641323,25
10,469.561330561331,900.162162162162,26
10,468.890203632361,901.650798018712,27
10,471.084946236559,901.239784946237,28
10,476.624366910523,900.370005627462,29
10,478.368156424581,898.382681564246,30
11,578.207559905501,431.449206884914,1
11,577.26455026455,428.21888053467,2
11,568.26383831027,441.793335761107,3
11,574.312617702448,434.23615819209,4
11,578.606023606024,432.273504273504,5
11,580.289101338432,431.841300191205,6
11,579.633248482475,435.474251028001,7
11,584.842182172431,432.37782107485,8
11,590.107365393833,432.37386163924,9
11,595.805361305361,434.370629370629,10
11,599.398264512268,433.430580490724,11
11,603.24667511083,435.834388853705,12
